Hypothesis,Asset,N,Benchmark_RMSE,Extended_RMSE,RMSE_Percent_Change,Benchmark_MAE,Extended_MAE,MAE_Percent_Change,Extended_OOS_R2,Benchmark_Directional_Accuracy,Extended_Directional_Accuracy,Clark_West_Z,Clark_West_One_Sided_P,DM_Z,DM_Two_Sided_P,H3_H4_Supported
H3,BTC,731,0.02482565314814214,0.02484759663245854,0.08839036050918292,0.018278187962975114,0.018296461240755856,0.09997313638396843,-0.0017685884957663323,0.5102599179206566,0.4952120383036936,-1.3743655481131534,0.9153358869205732,-1.625863903677076,0.10397861039776711,False
H4,ETH,719,0.03694678296083916,0.03700022137786745,0.14463618411630907,0.02643328718168828,0.026513782708674008,0.30452333238937257,-0.0028948156449015716,0.49235048678720444,0.5173852573018081,-0.5202082207094542,0.698540771882507,-1.078431800195027,0.2808411019371996,False
