Asset,M2_Sentiment_Coefficient,M3_Both_Coefficient,Difference_M3_minus_M2,Percentage_Change
BTC,0.004605564485119447,0.00600135719172832,0.0013957927066088737,30.306658632588302
ETH,0.0024723858873065283,0.002661471636408555,0.0001890857491020268,7.647906019558339
