Asset,Date,Comparison,Forecast_Role,Model,Sample,Target_Return,Forecast,Forecast_Error,Squared_Error,Absolute_Error,Estimation_N,Estimation_Start,Estimation_End,No_Lookahead,Days_Of_Lead,Weekend,Year
BTC,2024-01-01,Activity,Benchmark,M0_Benchmark,Activity_Comparison_Sample,0.0259395929681509,-0.0010462135513069344,0.026985806519457835,0.000728233753505613,0.026985806519457835,1090,2021-01-06,2023-12-31,True,1,False,2024
BTC,2024-01-01,Activity,Extended,M1_Activity,Activity_Comparison_Sample,0.0259395929681509,-0.0007989501134145725,0.026738543081565473,0.0007149496861247329,0.026738543081565473,1090,2021-01-06,2023-12-31,True,1,False,2024
BTC,2024-01-02,Activity,Benchmark,M0_Benchmark,Activity_Comparison_Sample,0.0338522639689997,-0.004029375900077703,0.0378816398690774,0.0014350186391704745,0.0378816398690774,1091,2021-01-06,2024-01-01,True,1,False,2024
BTC,2024-01-02,Activity,Extended,M1_Activity,Activity_Comparison_Sample,0.0338522639689997,-0.003521034574255767,0.03737329854325547,0.0013967634440033012,0.03737329854325547,1091,2021-01-06,2024-01-01,True,1,False,2024
BTC,2024-01-03,Activity,Benchmark,M0_Benchmark,Activity_Comparison_Sample,-0.0495283949100311,-0.006257925962137795,-0.043270468947893305,0.0018723334829705987,0.043270468947893305,1092,2021-01-06,2024-01-02,True,1,False,2024
BTC,2024-01-03,Activity,Extended,M1_Activity,Activity_Comparison_Sample,-0.0495283949100311,-0.006314903994288367,-0.04321349091574274,0.00186740579712498,0.04321349091574274,1092,2021-01-06,2024-01-02,True,1,False,2024
BTC,2024-01-04,Activity,Benchmark,M0_Benchmark,Activity_Comparison_Sample,0.0353450262550083,0.005224086528261747,0.030120939726746555,0.0009072710100222988,0.030120939726746555,1093,2021-01-06,2024-01-03,True,1,False,2024
BTC,2024-01-04,Activity,Extended,M1_Activity,Activity_Comparison_Sample,0.0353450262550083,0.004778240524519424,0.030566785730488877,0.0009343283898936184,0.030566785730488877,1093,2021-01-06,2024-01-03,True,1,False,2024
BTC,2024-01-05,Activity,Benchmark,M0_Benchmark,Activity_Comparison_Sample,-0.011940796433948,-0.005825526439910225,-0.006115269994037776,3.739652709997878e-05,0.006115269994037776,1094,2021-01-06,2024-01-04,True,1,False,2024
BTC,2024-01-05,Activity,Extended,M1_Activity,Activity_Comparison_Sample,-0.011940796433948,-0.006689768544241692,-0.005251027889706309,2.7573293898473492e-05,0.005251027889706309,1094,2021-01-06,2024-01-04,True,1,False,2024
BTC,2024-01-06,Activity,Benchmark,M0_Benchmark,Activity_Comparison_Sample,-0.0009427583689585,0.001350662021745809,-0.002293420390704309,5.259777088498306e-06,0.002293420390704309,1095,2021-01-06,2024-01-05,True,1,True,2024
BTC,2024-01-06,Activity,Extended,M1_Activity,Activity_Comparison_Sample,-0.0009427583689585,0.0007940671721590672,-0.0017368255411175672,3.0165629602783303e-06,0.0017368255411175672,1095,2021-01-06,2024-01-05,True,1,True,2024
BTC,2024-01-07,Activity,Benchmark,M0_Benchmark,Activity_Comparison_Sample,0.0076890306011025,0.0005638516752070615,0.007125178925895438,5.076817472602447e-05,0.007125178925895438,1096,2021-01-06,2024-01-06,True,1,True,2024
BTC,2024-01-07,Activity,Extended,M1_Activity,Activity_Comparison_Sample,0.0076890306011025,0.0041563280448881565,0.0035327025562143432,1.2479987350683355e-05,0.0035327025562143432,1096,2021-01-06,2024-01-06,True,1,True,2024
BTC,2024-01-08,Activity,Benchmark,M0_Benchmark,Activity_Comparison_Sample,0.0625227533679936,-0.0008299779604134755,0.06335273132840707,0.0040135685667693315,0.06335273132840707,1097,2021-01-06,2024-01-07,True,1,False,2024
BTC,2024-01-08,Activity,Extended,M1_Activity,Activity_Comparison_Sample,0.0625227533679936,0.0010698946951113106,0.061452858672882284,0.0037764538390692433,0.061452858672882284,1097,2021-01-06,2024-01-07,True,1,False,2024
BTC,2024-01-09,Activity,Benchmark,M0_Benchmark,Activity_Comparison_Sample,-0.0365736275970131,-0.007728010087746105,-0.028845617509266997,0.0008320696494909307,0.028845617509266997,1098,2021-01-06,2024-01-08,True,1,False,2024
BTC,2024-01-09,Activity,Extended,M1_Activity,Activity_Comparison_Sample,-0.0365736275970131,-0.007426823207563996,-0.029146804389449107,0.0008495362061168097,0.029146804389449107,1098,2021-01-06,2024-01-08,True,1,False,2024
BTC,2024-01-10,Activity,Benchmark,M0_Benchmark,Activity_Comparison_Sample,0.0117857627732164,0.004753830519614452,0.007031932253601949,4.944807121924738e-05,0.007031932253601949,1099,2021-01-06,2024-01-09,True,1,False,2024
BTC,2024-01-10,Activity,Extended,M1_Activity,Activity_Comparison_Sample,0.0117857627732164,0.007105208834339141,0.004680553938877259,2.1907585174739427e-05,0.004680553938877259,1099,2021-01-06,2024-01-09,True,1,False,2024
BTC,2024-01-11,Activity,Benchmark,M0_Benchmark,Activity_Comparison_Sample,0.0042879617582345,-0.001963673290879377,0.006251635049113877,3.908294078730907e-05,0.006251635049113877,1100,2021-01-06,2024-01-10,True,1,False,2024
BTC,2024-01-11,Activity,Extended,M1_Activity,Activity_Comparison_Sample,0.0042879617582345,-0.0004757508881640185,0.004763712646398519,2.269295817745718e-05,0.004763712646398519,1100,2021-01-06,2024-01-10,True,1,False,2024
BTC,2024-01-12,Activity,Benchmark,M0_Benchmark,Activity_Comparison_Sample,-0.0611173108158078,-0.00036929685555601923,-0.06074801396025178,0.003690321200114945,0.06074801396025178,1101,2021-01-06,2024-01-11,True,1,False,2024
BTC,2024-01-12,Activity,Extended,M1_Activity,Activity_Comparison_Sample,-0.0611173108158078,0.001938375800203472,-0.06305568661601127,0.003976019614616623,0.06305568661601127,1101,2021-01-06,2024-01-11,True,1,False,2024
BTC,2024-01-13,Activity,Benchmark,M0_Benchmark,Activity_Comparison_Sample,-0.0107999267990248,0.009488527824176557,-0.020288454623201356,0.00041162139099770045,0.020288454623201356,1102,2021-01-06,2024-01-12,True,1,True,2024
BTC,2024-01-13,Activity,Extended,M1_Activity,Activity_Comparison_Sample,-0.0107999267990248,0.0099695629319628,-0.0207694897309876,0.0004313717036855993,0.0207694897309876,1102,2021-01-06,2024-01-12,True,1,True,2024
BTC,2024-01-14,Activity,Benchmark,M0_Benchmark,Activity_Comparison_Sample,-0.0102608202093527,0.0032007468525489958,-0.013461567061901696,0.00018121378776207665,0.013461567061901696,1103,2021-01-06,2024-01-13,True,1,True,2024
BTC,2024-01-14,Activity,Extended,M1_Activity,Activity_Comparison_Sample,-0.0102608202093527,0.00403617273614483,-0.01429699294549753,0.00020440400728360616,0.01429699294549753,1103,2021-01-06,2024-01-13,True,1,True,2024
BTC,2024-01-15,Activity,Benchmark,M0_Benchmark,Activity_Comparison_Sample,0.0039319068736512,0.0032630128291741027,0.0006688940444770971,4.4741924273692874e-07,0.0006688940444770971,1104,2021-01-06,2024-01-14,True,1,False,2024
BTC,2024-01-15,Activity,Extended,M1_Activity,Activity_Comparison_Sample,0.0039319068736512,0.00431153444398058,-0.0003796275703293805,1.4411709215418875e-07,0.0003796275703293805,1104,2021-01-06,2024-01-14,True,1,False,2024
BTC,2024-01-16,Activity,Benchmark,M0_Benchmark,Activity_Comparison_Sample,0.0173378165053253,0.0009262083092000625,0.01641160819612524,0.0002693408835831251,0.01641160819612524,1105,2021-01-06,2024-01-15,True,1,False,2024
BTC,2024-01-16,Activity,Extended,M1_Activity,Activity_Comparison_Sample,0.0173378165053253,0.0012069110694486705,0.01613090543587663,0.0002602061101811942,0.01613090543587663,1105,2021-01-06,2024-01-15,True,1,False,2024
BTC,2024-01-17,Activity,Benchmark,M0_Benchmark,Activity_Comparison_Sample,-0.0184629924327535,-0.0045927392975206255,-0.013870253135232876,0.00019238392203543744,0.013870253135232876,1106,2021-01-06,2024-01-16,True,1,False,2024
BTC,2024-01-17,Activity,Extended,M1_Activity,Activity_Comparison_Sample,-0.0184629924327535,-0.004674803591096564,-0.013788188841656937,0.00019011415153319286,0.013788188841656937,1106,2021-01-06,2024-01-16,True,1,False,2024
BTC,2024-01-18,Activity,Benchmark,M0_Benchmark,Activity_Comparison_Sample,-0.0374453878278541,0.0014559958609525337,-0.038901383688806634,0.001513317652903751,0.038901383688806634,1107,2021-01-06,2024-01-17,True,1,False,2024
BTC,2024-01-18,Activity,Extended,M1_Activity,Activity_Comparison_Sample,-0.0374453878278541,0.001898240893556044,-0.039343628721410145,0.0015479211209681694,0.039343628721410145,1107,2021-01-06,2024-01-17,True,1,False,2024
BTC,2024-01-19,Activity,Benchmark,M0_Benchmark,Activity_Comparison_Sample,0.0126903260598785,0.00642139870636394,0.00626892735351456,3.929945016364307e-05,0.00626892735351456,1108,2021-01-06,2024-01-18,True,1,False,2024
BTC,2024-01-19,Activity,Extended,M1_Activity,Activity_Comparison_Sample,0.0126903260598785,0.005742336889326228,0.006947989170552272,4.8274553514111647e-05,0.006947989170552272,1108,2021-01-06,2024-01-18,True,1,False,2024
BTC,2024-01-20,Activity,Benchmark,M0_Benchmark,Activity_Comparison_Sample,0.0026771206346605,-0.00015764955294003756,0.002834770187600538,8.035922016508788e-06,0.002834770187600538,1109,2021-01-06,2024-01-19,True,1,True,2024
BTC,2024-01-20,Activity,Extended,M1_Activity,Activity_Comparison_Sample,0.0026771206346605,0.0003465050067776587,0.0023306156278828415,5.431769204931732e-06,0.0023306156278828415,1109,2021-01-06,2024-01-19,True,1,True,2024
BTC,2024-01-21,Activity,Benchmark,M0_Benchmark,Activity_Comparison_Sample,0.0012939712339362,0.002253829038130022,-0.0009598578041938219,9.213270042717854e-07,0.0009598578041938219,1110,2021-01-06,2024-01-20,True,1,True,2024
BTC,2024-01-21,Activity,Extended,M1_Activity,Activity_Comparison_Sample,0.0012939712339362,0.0016562438272973677,-0.0003622725933611678,1.3124143190062602e-07,0.0003622725933611678,1110,2021-01-06,2024-01-20,True,1,True,2024
BTC,2024-01-22,Activity,Benchmark,M0_Benchmark,Activity_Comparison_Sample,-0.0477340635951292,0.0027122182222217555,-0.05044628181735096,0.0025448273491955943,0.05044628181735096,1111,2021-01-06,2024-01-21,True,1,False,2024
BTC,2024-01-22,Activity,Extended,M1_Activity,Activity_Comparison_Sample,-0.0477340635951292,0.0041861008801123475,-0.05192016447524155,0.002695703479136135,0.05192016447524155,1111,2021-01-06,2024-01-21,True,1,False,2024
BTC,2024-01-23,Activity,Benchmark,M0_Benchmark,Activity_Comparison_Sample,-0.0157848381598462,0.0070748456058798296,-0.02285968376572603,0.0005225651418689982,0.02285968376572603,1112,2021-01-06,2024-01-22,True,1,False,2024
BTC,2024-01-23,Activity,Extended,M1_Activity,Activity_Comparison_Sample,-0.0157848381598462,0.004393554248551826,-0.020178392408398027,0.00040716752018729515,0.020178392408398027,1112,2021-01-06,2024-01-22,True,1,False,2024
BTC,2024-01-24,Activity,Benchmark,M0_Benchmark,Activity_Comparison_Sample,0.0146539006178425,0.0023643923812737776,0.012289508236568722,0.00015103201269669046,0.012289508236568722,1113,2021-01-06,2024-01-23,True,1,False,2024
BTC,2024-01-24,Activity,Extended,M1_Activity,Activity_Comparison_Sample,0.0146539006178425,0.0013720443749532553,0.013281856242889245,0.000176407705256776,0.013281856242889245,1113,2021-01-06,2024-01-23,True,1,False,2024
BTC,2024-01-25,Activity,Benchmark,M0_Benchmark,Activity_Comparison_Sample,0.0033764521624908,-0.0024554786450098546,0.005831930807500655,3.401141694347524e-05,0.005831930807500655,1114,2021-01-06,2024-01-24,True,1,False,2024
BTC,2024-01-25,Activity,Extended,M1_Activity,Activity_Comparison_Sample,0.0033764521624908,-0.0038059610120619973,0.007182413174552798,5.15870590099896e-05,0.007182413174552798,1114,2021-01-06,2024-01-24,True,1,False,2024
BTC,2024-01-26,Activity,Benchmark,M0_Benchmark,Activity_Comparison_Sample,0.0511836447493628,0.0007537081430138924,0.05042993660634891,0.0025431785061203697,0.05042993660634891,1115,2021-01-06,2024-01-25,True,1,False,2024
BTC,2024-01-26,Activity,Extended,M1_Activity,Activity_Comparison_Sample,0.0511836447493628,0.0006258177654624025,0.0505578269839004,0.0025560938693340073,0.0505578269839004,1115,2021-01-06,2024-01-25,True,1,False,2024
BTC,2024-01-27,Activity,Benchmark,M0_Benchmark,Activity_Comparison_Sample,0.0020937646369731,-0.006950977724691841,0.00904474236166494,8.180736438889629e-05,0.00904474236166494,1116,2021-01-06,2024-01-26,True,1,True,2024
BTC,2024-01-27,Activity,Extended,M1_Activity,Activity_Comparison_Sample,0.0020937646369731,-0.008557462868872684,0.010651227505845785,0.00011344864738128581,0.010651227505845785,1116,2021-01-06,2024-01-26,True,1,True,2024
BTC,2024-01-28,Activity,Benchmark,M0_Benchmark,Activity_Comparison_Sample,-0.0027726068203312,0.0008379676486698688,-0.003610574469001069,1.3036247996202352e-05,0.003610574469001069,1117,2021-01-06,2024-01-27,True,1,True,2024
BTC,2024-01-28,Activity,Extended,M1_Activity,Activity_Comparison_Sample,-0.0027726068203312,0.002457576648650919,-0.005230183468982119,2.7354819119213832e-05,0.005230183468982119,1117,2021-01-06,2024-01-27,True,1,True,2024
BTC,2024-01-29,Activity,Benchmark,M0_Benchmark,Activity_Comparison_Sample,0.0284577539356695,0.0010568685503619044,0.027400885385307595,0.0007508085198987633,0.027400885385307595,1118,2021-01-06,2024-01-28,True,1,False,2024
BTC,2024-01-29,Activity,Extended,M1_Activity,Activity_Comparison_Sample,0.0284577539356695,0.0013444021810140004,0.0271133517546555,0.0007351338433716804,0.0271133517546555,1118,2021-01-06,2024-01-28,True,1,False,2024
BTC,2024-01-30,Activity,Benchmark,M0_Benchmark,Activity_Comparison_Sample,0.008463291914936,-0.0019726075427597832,0.010435899457695783,0.00010890799749113513,0.010435899457695783,1119,2021-01-06,2024-01-29,True,1,False,2024
BTC,2024-01-30,Activity,Extended,M1_Activity,Activity_Comparison_Sample,0.008463291914936,-0.0017750380182205532,0.010238329933156553,0.00010482339982016947,0.010238329933156553,1119,2021-01-06,2024-01-29,True,1,False,2024
BTC,2024-01-31,Activity,Benchmark,M0_Benchmark,Activity_Comparison_Sample,-0.0253203398529352,-0.0002649667263018271,-0.025055373126633373,0.0006277717225148218,0.025055373126633373,1120,2021-01-06,2024-01-30,True,1,False,2024
BTC,2024-01-31,Activity,Extended,M1_Activity,Activity_Comparison_Sample,-0.0253203398529352,-0.0011999144046104145,-0.024120425448324784,0.0005817949238081938,0.024120425448324784,1120,2021-01-06,2024-01-30,True,1,False,2024
BTC,2024-02-01,Activity,Benchmark,M0_Benchmark,Activity_Comparison_Sample,0.0151101750276914,0.0037501638288301676,0.011360011198861233,0.00012904985443825263,0.011360011198861233,1121,2021-01-06,2024-01-31,True,1,False,2024
BTC,2024-02-01,Activity,Extended,M1_Activity,Activity_Comparison_Sample,0.0151101750276914,0.0035383799998310803,0.01157179502786032,0.00013390644016681282,0.01157179502786032,1121,2021-01-06,2024-01-31,True,1,False,2024
BTC,2024-02-02,Activity,Benchmark,M0_Benchmark,Activity_Comparison_Sample,-0.0030709345087918,0.0009534855479150131,-0.004024420056706813,1.6195956792824067e-05,0.004024420056706813,1122,2021-01-06,2024-02-01,True,1,False,2024
BTC,2024-02-02,Activity,Extended,M1_Activity,Activity_Comparison_Sample,-0.0030709345087918,0.0006668218490687057,-0.0037377563578605056,1.3970822590726632e-05,0.0037377563578605056,1122,2021-01-06,2024-02-01,True,1,False,2024
BTC,2024-02-03,Activity,Benchmark,M0_Benchmark,Activity_Comparison_Sample,0.0014452133059457,-0.0006737565358179644,0.0021189698417636645,4.4900331903039295e-06,0.0021189698417636645,1123,2021-01-06,2024-02-02,True,1,True,2024
BTC,2024-02-03,Activity,Extended,M1_Activity,Activity_Comparison_Sample,0.0014452133059457,-0.00019838991465779068,0.0016436032206034908,2.701431546778167e-06,0.0016436032206034908,1123,2021-01-06,2024-02-02,True,1,True,2024
BTC,2024-02-04,Activity,Benchmark,M0_Benchmark,Activity_Comparison_Sample,-0.0064484043134101,-0.0006745779226007677,-0.005773826390809333,3.333707119120633e-05,0.005773826390809333,1124,2021-01-06,2024-02-03,True,1,True,2024
BTC,2024-02-04,Activity,Extended,M1_Activity,Activity_Comparison_Sample,-0.0064484043134101,-0.0010936796782240205,-0.00535472463518608,2.8673075918668695e-05,0.00535472463518608,1124,2021-01-06,2024-02-03,True,1,True,2024
BTC,2024-02-05,Activity,Benchmark,M0_Benchmark,Activity_Comparison_Sample,-0.0099771060049352,2.1364444032048063e-05,-0.009998470448967248,9.996941131887131e-05,0.009998470448967248,1125,2021-01-06,2024-02-04,True,1,False,2024
BTC,2024-02-05,Activity,Extended,M1_Activity,Activity_Comparison_Sample,-0.0099771060049352,-0.00047243518343013935,-0.00950467082150506,9.033876742516966e-05,0.00950467082150506,1125,2021-01-06,2024-02-04,True,1,False,2024
BTC,2024-02-06,Activity,Benchmark,M0_Benchmark,Activity_Comparison_Sample,0.0191957994384833,-0.00021121586018364605,0.01940701529866695,0.000376632242802693,0.01940701529866695,1126,2021-01-06,2024-02-05,True,1,False,2024
BTC,2024-02-06,Activity,Extended,M1_Activity,Activity_Comparison_Sample,0.0191957994384833,0.0006956877177579784,0.018500111720725323,0.0003422541336793185,0.018500111720725323,1126,2021-01-06,2024-02-05,True,1,False,2024
BTC,2024-02-07,Activity,Benchmark,M0_Benchmark,Activity_Comparison_Sample,0.0237601326122443,-0.00030737688587517643,0.024067509498119477,0.0005792450134420713,0.024067509498119477,1127,2021-01-06,2024-02-06,True,1,False,2024
BTC,2024-02-07,Activity,Extended,M1_Activity,Activity_Comparison_Sample,0.0237601326122443,0.000557382564355207,0.023202750047889093,0.0005383676097848174,0.023202750047889093,1127,2021-01-06,2024-02-06,True,1,False,2024
BTC,2024-02-08,Activity,Benchmark,M0_Benchmark,Activity_Comparison_Sample,0.0254506904489161,-0.0020895594167989143,0.027540249865715016,0.000758465362666016,0.027540249865715016,1128,2021-01-06,2024-02-07,True,1,False,2024
BTC,2024-02-08,Activity,Extended,M1_Activity,Activity_Comparison_Sample,0.0254506904489161,-0.002713817346069111,0.02816450779498521,0.0007932394993337827,0.02816450779498521,1128,2021-01-06,2024-02-07,True,1,False,2024
BTC,2024-02-09,Activity,Benchmark,M0_Benchmark,Activity_Comparison_Sample,0.0477527202298084,-0.003971414327466129,0.05172413455727453,0.0026753860956990412,0.05172413455727453,1129,2021-01-06,2024-02-08,True,1,False,2024
BTC,2024-02-09,Activity,Extended,M1_Activity,Activity_Comparison_Sample,0.0477527202298084,-0.004676646782690945,0.052429367012499346,0.0027488385253313548,0.052429367012499346,1129,2021-01-06,2024-02-08,True,1,False,2024
BTC,2024-02-10,Activity,Benchmark,M0_Benchmark,Activity_Comparison_Sample,0.008544107262596,-0.006880673544177752,0.015424780806773751,0.0002379238629370159,0.015424780806773751,1130,2021-01-06,2024-02-09,True,1,True,2024
BTC,2024-02-10,Activity,Extended,M1_Activity,Activity_Comparison_Sample,0.008544107262596,-0.007924826966304432,0.01646893422890043,0.0002712257946358482,0.01646893422890043,1130,2021-01-06,2024-02-09,True,1,True,2024
BTC,2024-02-11,Activity,Benchmark,M0_Benchmark,Activity_Comparison_Sample,0.0032549431850949,-0.0003833043931598351,0.003638247578254735,1.3236845440676444e-05,0.003638247578254735,1131,2021-01-06,2024-02-10,True,1,True,2024
BTC,2024-02-11,Activity,Extended,M1_Activity,Activity_Comparison_Sample,0.0032549431850949,0.00050937656290094,0.00274556662219396,7.538136076905551e-06,0.00274556662219396,1131,2021-01-06,2024-02-10,True,1,True,2024
BTC,2024-02-12,Activity,Benchmark,M0_Benchmark,Activity_Comparison_Sample,0.0353261638907621,0.0001541376868994948,0.0351720262038626,0.0012370714272851976,0.0351720262038626,1132,2021-01-06,2024-02-11,True,1,False,2024
BTC,2024-02-12,Activity,Extended,M1_Activity,Activity_Comparison_Sample,0.0353261638907621,-0.0007851500193078349,0.03611131391006993,0.0013040269923116098,0.03611131391006993,1132,2021-01-06,2024-02-11,True,1,False,2024
BTC,2024-02-13,Activity,Benchmark,M0_Benchmark,Activity_Comparison_Sample,-0.0056006054205141,-0.005296078048909076,-0.0003045273716050243,9.273692005666455e-08,0.0003045273716050243,1133,2021-01-06,2024-02-12,True,1,False,2024
BTC,2024-02-13,Activity,Extended,M1_Activity,Activity_Comparison_Sample,-0.0056006054205141,-0.00598186626298459,0.00038126084247048966,1.4535983000130752e-07,0.00038126084247048966,1133,2021-01-06,2024-02-12,True,1,False,2024
BTC,2024-02-14,Activity,Benchmark,M0_Benchmark,Activity_Comparison_Sample,0.0436132410837892,-0.003231032326406268,0.04684427341019547,0.002194385951329146,0.04684427341019547,1134,2021-01-06,2024-02-13,True,1,False,2024
BTC,2024-02-14,Activity,Extended,M1_Activity,Activity_Comparison_Sample,0.0436132410837892,-0.003244101806454392,0.0468573428902436,0.002195610582733862,0.0468573428902436,1134,2021-01-06,2024-02-13,True,1,False,2024
BTC,2024-02-15,Activity,Benchmark,M0_Benchmark,Activity_Comparison_Sample,-0.0078045487792248,-0.004636051669436019,-0.0031684971097887807,1.0039373934739857e-05,0.0031684971097887807,1135,2021-01-06,2024-02-14,True,1,False,2024
BTC,2024-02-15,Activity,Extended,M1_Activity,Activity_Comparison_Sample,-0.0078045487792248,-0.00421716557819771,-0.0035873832010270895,1.2869318231011367e-05,0.0035873832010270895,1135,2021-01-06,2024-02-14,True,1,False,2024
BTC,2024-02-16,Activity,Benchmark,M0_Benchmark,Activity_Comparison_Sample,0.0123332365534209,0.0023081156483907204,0.01002512090503018,0.00010050304916047312,0.01002512090503018,1136,2021-01-06,2024-02-15,True,1,False,2024
BTC,2024-02-16,Activity,Extended,M1_Activity,Activity_Comparison_Sample,0.0123332365534209,0.0027405691990593922,0.009592667354361508,9.201926697143301e-05,0.009592667354361508,1136,2021-01-06,2024-02-15,True,1,False,2024
BTC,2024-02-17,Activity,Benchmark,M0_Benchmark,Activity_Comparison_Sample,-0.0038625520606201,-0.0020027727008486997,-0.0018597793597714004,3.45877926703172e-06,0.0018597793597714004,1137,2021-01-06,2024-02-16,True,1,True,2024
BTC,2024-02-17,Activity,Extended,M1_Activity,Activity_Comparison_Sample,-0.0038625520606201,6.952797225874552e-05,-0.003932080032878846,1.5461253384964503e-05,0.003932080032878846,1137,2021-01-06,2024-02-16,True,1,True,2024
BTC,2024-02-18,Activity,Benchmark,M0_Benchmark,Activity_Comparison_Sample,0.0012923885908271,0.0006263189794845343,0.0006660696113425656,4.4364872715403635e-07,0.0006660696113425656,1138,2021-01-06,2024-02-17,True,1,True,2024
BTC,2024-02-18,Activity,Extended,M1_Activity,Activity_Comparison_Sample,0.0012923885908271,0.0009063507895634114,0.00038603780126368853,1.4902518400450307e-07,0.00038603780126368853,1138,2021-01-06,2024-02-17,True,1,True,2024
BTC,2024-02-19,Activity,Benchmark,M0_Benchmark,Activity_Comparison_Sample,0.0005585855645219,7.490745091579053e-05,0.0004836781136061095,2.3394451758156458e-07,0.0004836781136061095,1139,2021-01-06,2024-02-18,True,1,False,2024
BTC,2024-02-19,Activity,Extended,M1_Activity,Activity_Comparison_Sample,0.0005585855645219,0.00017584076107375612,0.0003827448034481439,1.4649358456655833e-07,0.0003827448034481439,1139,2021-01-06,2024-02-18,True,1,False,2024
BTC,2024-02-20,Activity,Benchmark,M0_Benchmark,Activity_Comparison_Sample,0.0025305841161619,-0.00010964356002129657,0.002640227676183197,6.970802182083724e-06,0.002640227676183197,1140,2021-01-06,2024-02-19,True,1,False,2024
BTC,2024-02-20,Activity,Extended,M1_Activity,Activity_Comparison_Sample,0.0025305841161619,0.001599327732732008,0.0009312563834298921,8.672384516789222e-07,0.0009312563834298921,1140,2021-01-06,2024-02-19,True,1,False,2024
BTC,2024-02-21,Activity,Benchmark,M0_Benchmark,Activity_Comparison_Sample,-0.0123095793303188,6.913634118693008e-05,-0.01237871567150573,0.00015323260167598155,0.01237871567150573,1141,2021-01-06,2024-02-20,True,1,False,2024
BTC,2024-02-21,Activity,Extended,M1_Activity,Activity_Comparison_Sample,-0.0123095793303188,-0.0017202502981590734,-0.010589329032159726,0.00011213388935134084,0.010589329032159726,1141,2021-01-06,2024-02-20,True,1,False,2024
BTC,2024-02-22,Activity,Benchmark,M0_Benchmark,Activity_Comparison_Sample,0.0048252652384898,0.001514010061445731,0.0033112551770440694,1.0964410847501152e-05,0.0033112551770440694,1142,2021-01-06,2024-02-21,True,1,False,2024
BTC,2024-02-22,Activity,Extended,M1_Activity,Activity_Comparison_Sample,0.0048252652384898,0.0016919497280230983,0.003133315510466702,9.81766608813121e-06,0.003133315510466702,1142,2021-01-06,2024-02-21,True,1,False,2024
BTC,2024-02-23,Activity,Benchmark,M0_Benchmark,Activity_Comparison_Sample,-0.0127467295829595,0.0013576564931052373,-0.014104386076064738,0.00019893370658268886,0.014104386076064738,1143,2021-01-06,2024-02-22,True,1,False,2024
BTC,2024-02-23,Activity,Extended,M1_Activity,Activity_Comparison_Sample,-0.0127467295829595,0.002280473437743267,-0.015027203020702767,0.00022581683062541838,0.015027203020702767,1143,2021-01-06,2024-02-22,True,1,False,2024
BTC,2024-02-24,Activity,Benchmark,M0_Benchmark,Activity_Comparison_Sample,0.0109735506232387,0.003906305011291036,0.007067245611947664,4.994596053959351e-05,0.007067245611947664,1144,2021-01-06,2024-02-23,True,1,True,2024
BTC,2024-02-24,Activity,Extended,M1_Activity,Activity_Comparison_Sample,0.0109735506232387,0.004742382642113796,0.0062311679811249045,3.8827454408996216e-05,0.0062311679811249045,1144,2021-01-06,2024-02-23,True,1,True,2024
BTC,2024-02-25,Activity,Benchmark,M0_Benchmark,Activity_Comparison_Sample,0.0041132208331896,0.001093785836061637,0.0030194349971279628,9.11698770188114e-06,0.0030194349971279628,1145,2021-01-06,2024-02-24,True,1,True,2024
BTC,2024-02-25,Activity,Extended,M1_Activity,Activity_Comparison_Sample,0.0041132208331896,0.002385252580101492,0.0017279682530881076,2.9858742836803666e-06,0.0017279682530881076,1145,2021-01-06,2024-02-24,True,1,True,2024
BTC,2024-02-26,Activity,Benchmark,M0_Benchmark,Activity_Comparison_Sample,0.054477868421388,0.0020291006235941657,0.05244876779779383,0.0027508732435068952,0.05244876779779383,1146,2021-01-06,2024-02-25,True,1,False,2024
BTC,2024-02-26,Activity,Extended,M1_Activity,Activity_Comparison_Sample,0.054477868421388,0.0034532235436029873,0.05102464487778501,0.0026035143849040725,0.05102464487778501,1146,2021-01-06,2024-02-25,True,1,False,2024
BTC,2024-02-27,Activity,Benchmark,M0_Benchmark,Activity_Comparison_Sample,0.0370866690709048,-0.008094626933453971,0.04518129600435877,0.002041349508633486,0.04518129600435877,1147,2021-01-06,2024-02-26,True,1,False,2024
BTC,2024-02-27,Activity,Extended,M1_Activity,Activity_Comparison_Sample,0.0370866690709048,-0.007774915094341564,0.04486158416524636,0.002012561733815483,0.04486158416524636,1147,2021-01-06,2024-02-26,True,1,False,2024
BTC,2024-02-28,Activity,Benchmark,M0_Benchmark,Activity_Comparison_Sample,0.0653611164555198,-0.0052447572177793805,0.07060587367329918,0.004985189397169882,0.07060587367329918,1148,2021-01-06,2024-02-27,True,1,False,2024
BTC,2024-02-28,Activity,Extended,M1_Activity,Activity_Comparison_Sample,0.0653611164555198,-0.003580609084019741,0.06894172553953953,0.004752961520369197,0.06894172553953953,1148,2021-01-06,2024-02-27,True,1,False,2024
BTC,2024-02-29,Activity,Benchmark,M0_Benchmark,Activity_Comparison_Sample,0.0144659832331768,-0.009354284567555531,0.023820267800732334,0.0005674051580986056,0.023820267800732334,1149,2021-01-06,2024-02-28,True,1,False,2024
BTC,2024-02-29,Activity,Extended,M1_Activity,Activity_Comparison_Sample,0.0144659832331768,-0.008058721320102429,0.022524704553279228,0.000507362315212518,0.022524704553279228,1149,2021-01-06,2024-02-28,True,1,False,2024
