Asset,Date,Benchmark_Cumulative_Squared_Error,Extended_Cumulative_Squared_Error,Benchmark_Minus_Extended_Cumulative_Loss,Extended_Loss_Lower
ETH,2025-04-22,0.6063347487709141,0.6085771429568332,-0.0022423941859190943,False
ETH,2025-04-23,0.6096431771868894,0.6117166622430491,-0.002073485056159674,False
ETH,2025-04-24,0.609857711217334,0.6119772599979868,-0.0021195487806527913,False
ETH,2025-04-25,0.6100587729492299,0.612162238949343,-0.002103466000113019,False
ETH,2025-04-26,0.6100814403059813,0.6121833324966156,-0.0021018921906342802,False
ETH,2025-04-27,0.6100858428172972,0.6121885563499734,-0.0021027135326762147,False
ETH,2025-04-28,0.6101809430227774,0.6122908875215988,-0.0021099444988214033,False
ETH,2025-04-29,0.6102835535239134,0.6123754224380905,-0.0020918689141771196,False
ETH,2025-04-30,0.6103636730391023,0.6124724016602716,-0.002108728621169287,False
ETH,2025-05-01,0.61095106922215,0.6130246287995973,-0.0020735595774472593,False
ETH,2025-05-02,0.6110172145673971,0.6130721072198123,-0.002054892652415208,False
ETH,2025-05-03,0.6110530734260041,0.6131214322210214,-0.002068358795017322,False
ETH,2025-05-04,0.6110668670700801,0.6131449148271607,-0.0020780477570806477,False
ETH,2025-05-05,0.6113669275731385,0.6135034103253982,-0.0021364827522597496,False
ETH,2025-05-06,0.6118194940300127,0.6139970697315483,-0.00217757570153565,False
ETH,2025-05-07,0.6119025840710237,0.6140611912268364,-0.0021586071558127307,False
ETH,2025-05-08,0.6495858495201955,0.6513340213840584,-0.0017481718638628907,False
ETH,2025-05-09,0.6566501105896186,0.6583062267946652,-0.001656116205046576,False
ETH,2025-05-10,0.660922562373996,0.6623918158936163,-0.0014692535196202394,False
ETH,2025-05-11,0.6610346261498522,0.6624533905127373,-0.0014187643628851276,False
ETH,2025-05-12,0.6611556431345186,0.6625638596232389,-0.0014082164887203596,False
ETH,2025-05-13,0.6666615387491914,0.6677762839668419,-0.0011147452176504258,False
ETH,2025-05-14,0.667449572621777,0.6686563893375983,-0.001206816715821346,False
ETH,2025-05-15,0.6680650900468119,0.6692833481149977,-0.0012182580681857624,False
ETH,2025-05-16,0.6681304380008114,0.6693615704192216,-0.001231132418410219,False
ETH,2025-05-17,0.66920140628396,0.6704968022911701,-0.0012953960072101811,False
ETH,2025-05-18,0.6709791308714167,0.6722577447543189,-0.0012786138829021798,False
ETH,2025-05-19,0.6732201230570151,0.6744277776499373,-0.0012076545929222693,False
ETH,2025-05-20,0.6732223062593177,0.6744280079201083,-0.0012057016607905924,False
ETH,2025-05-21,0.673234014484062,0.6744440266772616,-0.0012100121931996055,False
ETH,2025-05-22,0.6764618472775952,0.677589130546614,-0.0011272832690187862,False
ETH,2025-05-23,0.6777963320542828,0.6790522311382553,-0.0012558990839725004,False
ETH,2025-05-24,0.6777989320689236,0.6790524202716702,-0.001253488202746622,False
ETH,2025-05-25,0.6778889774734604,0.6791472297767016,-0.0012582523032411697,False
ETH,2025-05-26,0.6781920555822739,0.6793733560870712,-0.0011813005047972558,False
ETH,2025-05-27,0.6795110402058105,0.6805967499618779,-0.0010857097560673656,False
ETH,2025-05-28,0.6797054784584515,0.6807432379512248,-0.0010377594927732936,False
ETH,2025-05-29,0.6797112759824803,0.6807473341887441,-0.0010360582062638457,False
ETH,2025-05-30,0.6804012182210961,0.6814465690523696,-0.0010453508312734394,False
ETH,2025-05-31,0.6806373442932331,0.6817473320709843,-0.0011099877777511757,False
ETH,2025-06-01,0.6806896616976161,0.6818255103882831,-0.001135848690666963,False
ETH,2025-06-02,0.6807132234048963,0.6818311992599781,-0.0011179758550818875,False
ETH,2025-06-03,0.681512478824582,0.682518521594378,-0.0010060427697959895,False
ETH,2025-06-04,0.6815322586701114,0.6825328078660792,-0.0010005491959678148,False
ETH,2025-06-05,0.6886320908536266,0.6898933164857136,-0.0012612256320869708,False
ETH,2025-06-06,0.6900933389391695,0.6912681192236638,-0.001174780284494359,False
ETH,2025-06-07,0.6901955714599334,0.6913459583432627,-0.0011503868833293573,False
ETH,2025-06-08,0.6902045162778473,0.691346184283449,-0.0011416680056016704,False
ETH,2025-06-09,0.6906764318275049,0.6918324769229304,-0.0011560450954254398,False
ETH,2025-06-10,0.6954787256709917,0.6962315863924385,-0.0007528607214468686,False
ETH,2025-06-11,0.6958073880420379,0.6965410176910297,-0.0007336296489918182,False
ETH,2025-06-12,0.6996748929291816,0.7004023455754688,-0.0007274526462871522,False
ETH,2025-06-13,0.7014457864147272,0.7022245825624169,-0.0007787961476897198,False
ETH,2025-06-14,0.7017476402291722,0.7025634005810117,-0.0008157603518395007,False
ETH,2025-06-15,0.7017569999199805,0.7025764567437979,-0.0008194568238173439,False
ETH,2025-06-16,0.7059470005786529,0.7064897723038268,-0.0005427717251739184,False
ETH,2025-06-17,0.7091980218182827,0.7098835367374402,-0.0006855149191574705,False
