Date,BTC_Price,BTC_Return,BTC_Lagged_Return
2021-02-04,37689.525,0.010289016771970593,0.044234558281579524
2021-02-05,37868.53,0.004738219767547859,0.010289016771970593
2021-02-06,40074.995,0.056632149574786544,0.004738219767547859
2021-02-07,37913.63,-0.05544189568589123,0.056632149574786544
2021-02-08,44688.47,0.1644048484687006,-0.05544189568589123
2021-02-09,47355.825,0.05797430561674312,0.1644048484687006
2021-02-10,45029.62,-0.05036933666978983,0.05797430561674312
2021-02-11,46937.995,0.04150697994818589,-0.05036933666978983
2021-02-12,47953.74,0.02140932079476831,0.04150697994818589
2021-02-13,47188.375,-0.016089226318581305,0.02140932079476831
2021-02-14,48655.61,0.030619545563761768,-0.016089226318581305
2021-02-15,48220.535,-0.00898214777463086,0.030619545563761768
2021-02-16,48596.065,0.007757592877436328,-0.00898214777463086
2021-02-17,52402.95,0.07542032690201557,0.007757592877436328
2021-02-18,52044.815,-0.0068577131073469175,0.07542032690201557
2021-02-19,55629.355,0.06660585521165002,-0.0068577131073469175
2021-02-20,56525.59,0.015982426412347178,0.06660585521165002
2021-02-21,57539.3,0.01777473663036693,0.015982426412347178
2021-02-22,54957.93,-0.04590020914994227,0.01777473663036693
2021-02-23,47945.875,-0.13649521293200992,-0.04590020914994227
2021-02-24,48747.45,0.016580117866124816,-0.13649521293200992
2021-02-25,48053.72,-0.014333336609036776,0.016580117866124816
2021-02-26,45652.775,-0.05125515797201039,-0.014333336609036776
2021-02-27,46865.53,0.02621804341136593,-0.05125515797201039
2021-02-28,43186.9,-0.08174522869121867,0.02621804341136593
2021-03-01,48860.15,0.12342492729823505,-0.08174522869121867
2021-03-02,47450.765,-0.02926948866088323,0.12342492729823505
2021-03-03,50941.86,0.07099233527014964,-0.02926948866088323
2021-03-04,47897.57,-0.06162020998896584,0.07099233527014964
2021-03-05,49050.535,0.02378632074831204,-0.06162020998896584
2021-03-06,48597.35,-0.009282090518561771,0.02378632074831204
2021-03-07,51066.515,0.04955999598924085,-0.009282090518561771
2021-03-08,51891.145,0.01601916038477206,0.04955999598924085
2021-03-09,54317.945,0.04570649212030252,0.01601916038477206
2021-03-10,56910.415,0.04662371363906872,0.04570649212030252
2021-03-11,57624.65,0.012472062741432038,0.04662371363906872
2021-03-12,56969.125,-0.011440973132158192,0.012472062741432038
2021-03-13,61615.955,0.07841139232900447,-0.011440973132158192
2021-03-14,59704.77,-0.03150893003825295,0.07841139232900447
2021-03-15,56415.125,-0.05667462039352545,-0.03150893003825295
2021-03-16,56436.27,0.0003747406090539621,-0.05667462039352545
2021-03-17,57736.305,0.02277414150216911,0.0003747406090539621
2021-03-18,57493.455,-0.00421506318427898,0.02277414150216911
2021-03-19,58396.825,0.015590406680249238,-0.00421506318427898
2021-03-20,58536.15,0.0023829901861541908,0.015590406680249238
2021-03-21,57286.7,-0.021576027018309848,0.0023829901861541908
2021-03-22,54580.005,-0.048400878196925005,-0.021576027018309848
2021-03-23,54449.375,-0.0023962359963134567,-0.048400878196925005
2021-03-24,54051.375,-0.0073363877229259845,-0.0023962359963134567
2021-03-25,52002.775,-0.038637900627435356,-0.0073363877229259845
2021-03-26,54003.615,0.03775390622587827,-0.038637900627435356
2021-03-27,55888.615,0.03430970338705081,0.03775390622587827
2021-03-28,55971.015,0.0014732752987717539,0.03430970338705081
2021-03-29,57251.66,0.022622670193309567,0.0014732752987717539
2021-03-30,58672.035,0.024506570218299124,0.022622670193309567
2021-03-31,58950.025,0.004726843206029491,0.024506570218299124
2021-04-01,58854.185,-0.0016271068944738183,0.004726843206029491
2021-04-02,58669.625,-0.0031408129419757663,-0.0016271068944738183
2021-04-03,58074.66,-0.0101927070942089,-0.0031408129419757663
2021-04-04,58113.075,0.0006612574278993481,-0.0101927070942089
2021-04-05,58789.52,0.011572926158238519,0.0006612574278993481
2021-04-06,58252.265,-0.009180631916966064,0.011572926158238519
2021-04-07,56238.555,-0.035180422094301333,-0.009180631916966064
2021-04-08,57667.78,0.025096058285972875,-0.035180422094301333
2021-04-09,58325.29,0.011337178032324284,0.025096058285972875
2021-04-10,58583.455,0.0044165288001542305,0.011337178032324284
2021-04-11,59829.26,0.021042520114219206,0.0044165288001542305
2021-04-12,59942.5,0.0018909304454057445,0.021042520114219206
2021-04-13,63199.405,0.052909117157743636,0.0018909304454057445
2021-04-14,62391.32,-0.012868723415911979,0.052909117157743636
2021-04-15,63408.14,0.016166081233311747,-0.012868723415911979
2021-04-16,62015.68,-0.022204988072664127,0.016166081233311747
2021-04-17,60872.23,-0.01861017900889285,-0.022204988072664127
2021-04-18,55566.96,-0.09118829726845903,-0.01861017900889285
2021-04-19,56209.125,0.011490330248750633,-0.09118829726845903
2021-04-20,56795.95,0.010385910100370809,0.011490330248750633
2021-04-21,55002.375,-0.03208865424969263,0.010385910100370809
2021-04-22,51612.05,-0.06362119376226105,-0.03208865424969263
2021-04-23,50557.81,-0.02063773832901583,-0.06362119376226105
2021-04-24,50975.0,0.008217882433450879,-0.02063773832901583
2021-04-25,49975.28,-0.019806833288350097,0.008217882433450879
2021-04-26,53272.625,0.06389411380940861,-0.019806833288350097
2021-04-27,55199.49,0.035531117128356354,0.06389411380940861
2021-04-28,54436.83,-0.013912767265260181,0.035531117128356354
2021-04-29,52994.22,-0.026858095843429127,-0.013912767265260181
2021-04-30,56812.945,0.0695813536890553,-0.026858095843429127
2021-05-01,57719.895,0.015837710086896457,0.0695813536890553
2021-05-02,56827.3,-0.015585070714703057,0.015837710086896457
2021-05-03,56822.475,-8.490997897532871e-05,-0.015585070714703057
2021-05-04,54792.875,-0.036371766830828364,-8.490997897532871e-05
2021-05-05,56874.31,0.03728357807670143,-0.036371766830828364
2021-05-06,55961.125,-0.016186492088724993,0.03728357807670143
2021-05-07,57699.255,0.03058700857824728,-0.016186492088724993
2021-05-08,59016.9,0.022579581748473625,0.03058700857824728
2021-05-09,57962.135,-0.018033891044532523,0.022579581748473625
2021-05-10,55312.135,-0.04679762864653524,-0.018033891044532523
2021-05-11,56913.965,0.02854841772277313,-0.04679762864653524
2021-05-12,54482.51,-0.0436610088661049,0.02854841772277313
2021-05-13,49317.285,-0.0996051046138775,-0.0436610088661049
2021-05-14,49193.005,-0.002523189525390021,-0.0996051046138775
2021-05-15,48231.87,-0.019731432716268635,-0.002523189525390021
2021-05-16,44065.13,-0.09035123914295587,-0.019731432716268635
2021-05-17,44820.44,0.016995518636060317,-0.09035123914295587
2021-05-18,43271.845,-0.03516209280081992,0.016995518636060317
2021-05-19,38368.455,-0.12026655495424698,-0.03516209280081992
2021-05-20,40073.635,0.043482999164663076,-0.12026655495424698
2021-05-21,35227.545,-0.1288903317827315,0.043482999164663076
2021-05-22,38079.77,0.07785486499153736,-0.1288903317827315
2021-05-23,32575.63,-0.1561187071804131,0.07785486499153736
2021-05-24,39022.77,0.18058085910309296,-0.1561187071804131
2021-05-25,37643.995,-0.035971875738396844,0.18058085910309296
2021-05-26,38772.27,0.02953185422117437,-0.035971875738396844
2021-05-27,38465.82,-0.00793524562937157,0.02953185422117437
2021-05-28,35218.98,-0.08818491293407323,-0.00793524562937157
2021-05-29,34344.81,-0.02513422628117011,-0.08818491293407323
2021-05-30,36063.425,0.048828278302909645,-0.02513422628117011
2021-05-31,36693.815,0.01732901839491847,0.048828278302909645
2021-06-01,36326.84,-0.010051350254459957,0.01732901839491847
2021-06-02,37743.02,0.03824369594337853,-0.010051350254459957
2021-06-03,38707.715,0.02523837623598775,0.03824369594337853
2021-06-04,37048.275,-0.04381714221878243,0.02523837623598775
2021-06-05,35849.385,-0.03289537986698389,-0.04381714221878243
2021-06-06,35978.76,0.0036023522508515115,-0.03289537986698389
2021-06-07,34452.055,-0.04336011698795687,0.0036023522508515115
2021-06-08,33628.04,-0.024208404592367165,-0.04336011698795687
2021-06-09,36420.005,0.07975796882936126,-0.024208404592367165
2021-06-10,36496.605,0.0021010309771162913,0.07975796882936126
2021-06-11,37143.555,0.017571027681478463,0.0021010309771162913
2021-06-12,36012.6,-0.03092139302485412,0.017571027681478463
2021-06-13,39271.955,0.08664177368014411,-0.03092139302485412
2021-06-14,39849.365,0.014595819453389898,0.08664177368014411
2021-06-15,39957.055,0.0026987820118396003,0.014595819453389898
2021-06-16,38534.75,-0.03624482076552704,0.0026987820118396003
2021-06-17,37755.75,-0.020422649623606706,-0.03624482076552704
2021-06-18,35507.14,-0.0614039789579797,-0.020422649623606706
2021-06-19,36113.55,0.01693433815577938,-0.0614039789579797
2021-06-20,35822.215,-0.008099909491107197,0.01693433815577938
2021-06-21,32574.23,-0.09504674671081532,-0.008099909491107197
2021-06-22,32896.285,0.009838248489970816,-0.09504674671081532
2021-06-23,33062.55,0.005041488442223482,0.009838248489970816
2021-06-24,34863.255,0.0530321873221081,0.005041488442223482
2021-06-25,32210.245,-0.0791488395792011,0.0530321873221081
2021-06-26,31303.145,-0.028565997915981894,-0.0791488395792011
2021-06-27,32625.975,0.041390178522145014,-0.028565997915981894
2021-06-28,34667.565,0.06069577334527421,0.041390178522145014
2021-06-29,36159.165,0.04212591984414287,0.06069577334527421
2021-06-30,34586.835,-0.044457325114190524,0.04212591984414287
2021-07-01,33418.375,-0.03436721992261813,-0.044457325114190524
2021-07-02,33150.97,-0.008033921267465705,-0.03436721992261813
2021-07-03,34726.11,0.046419876433366085,-0.008033921267465705
2021-07-04,35545.615,0.023324947671014774,0.046419876433366085
2021-07-05,33858.695,-0.048620966332427185,0.023324947671014774
2021-07-06,33945.375,0.0025567800640823824,-0.048620966332427185
2021-07-07,34542.245,0.017430452736160167,0.0025567800640823824
2021-07-08,32817.53,-0.051220243869694995,0.017430452736160167
2021-07-09,33520.635,0.021198395507106546,-0.051220243869694995
2021-07-10,33334.285,-0.005574772436091538,0.021198395507106546
2021-07-11,33855.59,0.0155176791366463,-0.005574772436091538
2021-07-12,32848.115,-0.03020976480445114,0.0155176791366463
2021-07-13,32509.66,-0.01035708530402487,-0.03020976480445114
2021-07-14,32802.165,0.008957243368743949,-0.01035708530402487
2021-07-15,31756.345,-0.03240197141682304,0.008957243368743949
2021-07-16,31833.375,0.0024227198257123763,-0.03240197141682304
2021-07-17,31729.87,-0.0032567592005505234,0.0024227198257123763
2021-07-18,31651.525,-0.0024721778339373626,-0.0032567592005505234
2021-07-19,30772.875,-0.028152710550475576,-0.0024721778339373626
2021-07-20,29862.3,-0.030036804866691198,-0.028152710550475576
2021-07-21,31801.43,0.06291444206194799,-0.030036804866691198
2021-07-22,32239.365,0.01367696408614639,0.06291444206194799
2021-07-23,32496.6,0.007947247063823784,0.01367696408614639
2021-07-24,33941.965,0.04351668593921583,0.007947247063823784
2021-07-25,34483.435,0.01582690938557039,0.04351668593921583
2021-07-26,37749.525,0.09049382903112163,0.01582690938557039
2021-07-27,38046.72,0.007841985392335618,0.09049382903112163
2021-07-28,39957.42,0.04899950890465832,0.007841985392335618
2021-07-29,39727.25,-0.005777036916730868,0.04899950890465832
2021-07-30,40687.765,0.02389008278973768,-0.005777036916730868
2021-07-31,41546.405,0.02088356229144198,0.02389008278973768
2021-08-01,41266.355,-0.006763476246028749,0.02088356229144198
2021-08-02,38865.125,-0.05995020011139849,-0.006763476246028749
2021-08-03,38079.25,-0.020427804587371718,-0.05995020011139849
2021-08-04,39751.515,0.04297843923054151,-0.020427804587371718
2021-08-05,40901.64,0.028522206462773605,0.04297843923054151
2021-08-06,42737.57,0.043908232825527006,0.028522206462773605
2021-08-07,43990.835,0.028902923897305813,0.043908232825527006
2021-08-08,43871.485,-0.0027167521505833576,0.028902923897305813
2021-08-09,45472.875,0.03585142972376974,-0.0027167521505833576
2021-08-10,45647.425,0.0038312036616530024,0.03585142972376974
2021-08-11,46343.88,0.015142046456974418,0.0038312036616530024
2021-08-12,44485.625,-0.0409231411813161,0.015142046456974418
2021-08-13,47615.29,0.06798782486745403,-0.0409231411813161
2021-08-14,46664.26,-0.02017536696238485,0.06798782486745403
2021-08-15,46719.92,0.0011920650069670439,-0.02017536696238485
2021-08-16,46080.92,-0.013771644723628382,0.0011920650069670439
2021-08-17,44990.005,-0.023958627477227382,-0.013771644723628382
2021-08-18,44542.845,-0.009988819031204792,-0.023958627477227382
2021-08-19,46594.39,0.045028612660819665,-0.009988819031204792
2021-08-20,48665.54,0.043491034468816366,0.045028612660819665
2021-08-21,49020.06,0.007258420002111537,0.043491034468816366
2021-08-22,48410.4,-0.012514935416329868,0.007258420002111537
2021-08-23,49525.135,0.022765651803815876,-0.012514935416329868
2021-08-24,48342.86,-0.02416178069850349,0.022765651803815876
2021-08-25,48694.66,0.0072508353740094456,-0.02416178069850349
2021-08-26,47036.72,-0.03464079988430487,0.0072508353740094456
2021-08-27,48928.325,0.03942789886982033,-0.03464079988430487
2021-08-28,48754.73,-0.003554253759734224,0.03942789886982033
2021-08-29,48927.94,0.003546385076007171,-0.003554253759734224
2021-08-30,48659.285,-0.0055059600004545625,0.003546385076007171
2021-08-31,47011.6,-0.03444826368526451,-0.0055059600004545625
2021-09-01,48277.365,0.026568437506651017,-0.03444826368526451
2021-09-02,49549.195,0.02600319715294443,0.026568437506651017
2021-09-03,50134.995,0.01175325281707446,0.02600319715294443
2021-09-04,50192.77,0.0011517251757057277,0.01175325281707446
2021-09-05,50391.555,0.003952609092985486,0.0011517251757057277
2021-09-06,51934.645,0.030162499675153484,0.003952609092985486
2021-09-07,46811.385,-0.10385965861979253,0.030162499675153484
2021-09-08,46059.82,-0.01618545613046312,-0.10385965861979253
2021-09-09,46250.995,0.004141990801789537,-0.01618545613046312
2021-09-10,45061.98,-0.02604410179038111,0.004141990801789537
2021-09-11,45318.19,0.005669621694976838,-0.02604410179038111
2021-09-12,45904.66,0.012858139822515028,0.005669621694976838
2021-09-13,45180.145,-0.015908916548255658,0.012858139822515028
2021-09-14,46828.18,0.03582743804475228,-0.015908916548255658
2021-09-15,47936.665,0.02339550199793847,0.03582743804475228
2021-09-16,47148.35,-0.016581646692716508,0.02339550199793847
2021-09-17,46978.225,-0.003614817287265467,-0.016581646692716508
2021-09-18,47981.08,0.021122570055024922,-0.003614817287265467
2021-09-19,47659.435,-0.006726149741664728,0.021122570055024922
2021-09-20,43546.375,-0.0902541546192582,-0.006726149741664728
2021-09-21,40918.89,-0.06223464756040147,-0.0902541546192582
2021-09-22,43457.125,0.060183005240122656,-0.06223464756040147
2021-09-23,44712.87,0.028486559785833844,0.060183005240122656
2021-09-24,42997.125,-0.039128126648570453,0.028486559785833844
2021-09-25,42669.665,-0.007645006773240475,-0.039128126648570453
2021-09-26,43161.59,0.011462733157782463,-0.007645006773240475
2021-09-27,42698.5,-0.010787188565800403,0.011462733157782463
2021-09-28,41782.225,-0.021692780955509652,-0.010787188565800403
2021-09-29,41122.465,-0.01591644400817305,-0.021692780955509652
2021-09-30,43438.625,0.05479445642196135,-0.01591644400817305
2021-10-01,48134.355,0.10264714105691988,0.05479445642196135
2021-10-02,48021.795,-0.0023411929744173664,0.10264714105691988
2021-10-03,48926.2,0.018658069966403075,-0.0023411929744173664
2021-10-04,49000.875,0.0015251147749352528,0.018658069966403075
2021-10-05,51478.765,0.04933123744712699,0.0015251147749352528
2021-10-06,54936.705,0.06501231180975506,0.04933123744712699
2021-10-07,54197.875,-0.013540003315995284,0.06501231180975506
2021-10-08,54004.495,-0.00357441719423665,-0.013540003315995284
2021-10-09,54589.995,0.010783340361098428,-0.00357441719423665
2021-10-10,55353.16,0.013883124560786931,0.010783340361098428
2021-10-11,57324.215,0.03498938603677379,0.013883124560786931
2021-10-12,55355.47,-0.034947654872720266,0.03498938603677379
2021-10-13,56979.905,0.02892318189006933,-0.034947654872720266
2021-10-14,57449.985,0.008216081381419764,0.02892318189006933
2021-10-15,62527.47,0.08469123698360834,0.008216081381419764
2021-10-16,61004.125,-0.02466449534393086,0.08469123698360834
2021-10-17,61019.055,0.00024470760513711846,-0.02466449534393086
2021-10-18,61379.59,0.005891177026113383,0.00024470760513711846
2021-10-19,64132.005,0.04386616782173405,0.005891177026113383
2021-10-20,66005.925,0.028800973433581508,0.04386616782173405
2021-10-21,62677.205,-0.051746685807042316,0.028800973433581508
2021-10-22,60724.24,-0.03165486554586044,-0.051746685807042316
2021-10-23,61127.645,0.006621259471005533,-0.03165486554586044
2021-10-24,60315.225,-0.013379659416762205,0.006621259471005533
2021-10-25,62551.0,0.03639766456964938,-0.013379659416762205
2021-10-26,62097.515,-0.007276251959649985,0.03639766456964938
2021-10-27,58918.545,-0.05255007524721091,-0.007276251959649985
2021-10-28,61408.155,0.04138674713470117,-0.05255007524721091
2021-10-29,62386.37,0.015804178105809405,0.04138674713470117
2021-10-30,61676.715,-0.011440352947095295,0.015804178105809405
2021-10-31,60666.05,-0.016522235560053788,-0.011440352947095295
2021-11-01,60731.61,0.0010800868216645585,-0.016522235560053788
2021-11-02,63134.535,0.03880360535012349,0.0010800868216645585
2021-11-03,62775.955,-0.005695807703190509,0.03880360535012349
2021-11-04,61363.885,-0.022750648072653677,-0.005695807703190509
2021-11-05,60975.625,-0.006347275765849327,-0.022750648072653677
2021-11-06,61200.685,0.003684188114145824,-0.006347275765849327
2021-11-07,62497.7,0.020971373799120337,0.003684188114145824
2021-11-08,66134.42,0.056559581434061576,0.020971373799120337
2021-11-09,67725.585,0.02377468830832605,0.056559581434061576
2021-11-10,64282.03,-0.0521839048520103,0.02377468830832605
2021-11-11,65072.285,0.012218607963634963,-0.0521839048520103
2021-11-12,64128.875,-0.014603998404144648,0.012218607963634963
2021-11-13,64378.31,0.0038820446227084316,-0.014603998404144648
2021-11-14,64237.435,-0.0021906346899728027,0.0038820446227084316
2021-11-15,63917.375,-0.004994906791772193,-0.0021906346899728027
2021-11-16,60481.65,-0.05525122041088099,-0.004994906791772193
2021-11-17,60119.065,-0.00601300071020826,-0.05525122041088099
2021-11-18,57595.485,-0.04288283332207946,-0.00601300071020826
2021-11-19,57866.875,0.004700934569192354,-0.04288283332207946
2021-11-20,59644.4,0.030255149382418047,0.004700934569192354
2021-11-21,59518.715,-0.002109462254430295,0.030255149382418047
2021-11-22,56270.535,-0.056119759779487674,-0.002109462254430295
2021-11-23,57713.625,0.025322239689931452,-0.056119759779487674
2021-11-24,57333.975,-0.006599900877325617,0.025322239689931452
2021-11-25,58851.4,0.026122242774962213,-0.006599900877325617
2021-11-26,54020.74,-0.0856475758173612,0.026122242774962213
2021-11-27,54625.57,0.011134041243139945,-0.0856475758173612
2021-11-28,53931.225,-0.012792464422682568,0.011134041243139945
2021-11-29,58318.34,0.07820699992523285,-0.012792464422682568
2021-11-30,57136.84,-0.020467531138236857,0.07820699992523285
2021-12-01,57020.355,-0.00204078315743502,-0.020467531138236857
2021-12-02,56902.845,-0.0020629694684725325,-0.00204078315743502
2021-12-03,53611.68,-0.05957838509684241,-0.0020629694684725325
2021-12-04,48761.18,-0.09483245030116401,-0.05957838509684241
2021-12-05,49336.51,0.011729870430507982,-0.09483245030116401
2021-12-06,50119.8,0.015751764682092568,0.011729870430507982
2021-12-07,50526.98,0.008091311445448031,0.015751764682092568
2021-12-08,50630.7,0.0020506606388563864,0.008091311445448031
2021-12-09,47992.06,-0.05352253112284708,0.0020506606388563864
2021-12-10,47986.875,-0.00010804454133699689,-0.05352253112284708
2021-12-11,48792.115,0.016641185918097382,-0.00010804454133699689
2021-12-12,50280.65,0.030051589308756774,0.016641185918097382
2021-12-13,46818.1,-0.07135043095287262,0.030051589308756774
2021-12-14,48309.225,0.03135265591933215,-0.07135043095287262
2021-12-15,49200.575,0.0182827742114846,0.03135265591933215
2021-12-16,48126.795,-0.022066219808172263,0.0182827742114846
2021-12-17,46873.73,-0.026381700023457105,-0.022066219808172263
2021-12-18,46970.2,0.002055967476672583,-0.026381700023457105
2021-12-19,47154.16,0.003908876176832821,0.002055967476672583
2021-12-20,46983.735,-0.003620756257350131,0.003908876176832821
2021-12-21,49112.295,0.044307932799401505,-0.003620756257350131
2021-12-22,49068.55,-0.0008911107435415083,0.044307932799401505
2021-12-23,50847.375,0.03561019870098116,-0.0008911107435415083
2021-12-24,50906.32,0.001158582134900347,0.03561019870098116
2021-12-25,50981.61,0.0014778985833539336,0.001158582134900347
2021-12-26,50809.9,-0.003373761974270084,0.0014778985833539336
2021-12-27,50976.875,0.0032808810334948647,-0.003373761974270084
2021-12-28,47554.475,-0.06949620249587331,0.0032808810334948647
2021-12-29,47228.375,-0.006881018806509631,-0.06949620249587331
2021-12-30,47299.095,0.0014962849041532953,-0.006881018806509631
2021-12-31,46323.99,-0.020831192671171485,0.0014962849041532953
2022-01-01,46323.99,0.0,-0.020831192671171485
2022-01-02,46323.99,0.0,0.0
2022-01-03,45985.32,-0.007337754329926291,0.0
2022-01-04,46206.575,0.004799888857686798,-0.007337754329926291
2022-01-05,43613.75,-0.057749636369290806,0.004799888857686798
2022-01-06,43126.875,-0.01122611494251339,-0.057749636369290806
2022-01-07,41887.745,-0.02915305062061924,-0.01122611494251339
2022-01-08,41783.535,-0.002490939636236927,-0.02915305062061924
2022-01-09,42096.01,0.007450599439785185,-0.002490939636236927
2022-01-10,41730.865,-0.008711938968850233,0.007450599439785185
2022-01-11,42684.875,0.022603619147471173,-0.008711938968850233
2022-01-12,43796.355,0.025705952712619207,0.022603619147471173
2022-01-13,42829.875,-0.022314721633449188,0.025705952712619207
2022-01-14,43320.705,0.011394823130631941,-0.022314721633449188
2022-01-15,43327.785,0.00016341888971778683,0.011394823130631941
2022-01-16,43097.295,-0.005333881009045696,0.00016341888971778683
2022-01-17,41743.34,-0.03192031650530581,-0.005333881009045696
2022-01-18,42392.685,0.01543590615514157,-0.03192031650530581
2022-01-19,41728.565,-0.01578991748756042,0.01543590615514157
2022-01-20,41320.745,-0.009821232182960618,-0.01578991748756042
2022-01-21,36691.49,-0.1188198260353961,-0.009821232182960618
2022-01-22,35391.64,-0.036069214005282076,-0.1188198260353961
2022-01-23,35346.7,-0.0012705982652690703,-0.036069214005282076
2022-01-24,36823.525,0.04093187144293614,-0.0012705982652690703
2022-01-25,36585.535,-0.006483963526929091,0.04093187144293614
2022-01-26,36348.72,-0.006493953554062357,-0.006483963526929091
2022-01-27,36196.375,-0.00420001445855509,-0.006493953554062357
2022-01-28,37810.46,0.04362680822643922,-0.00420001445855509
2022-01-29,38382.51,0.015016103163822287,0.04362680822643922
2022-01-30,37750.765,-0.01659614669591776,0.015016103163822287
2022-01-31,38441.025,0.01811950828858524,-0.01659614669591776
2022-02-01,38817.78,0.009753140409671951,0.01811950828858524
2022-02-02,36919.295,-0.05014407497756826,0.009753140409671951
2022-02-03,36965.375,0.0012473495780541992,-0.05014407497756826
2022-02-04,40645.875,0.09491569114091153,0.0012473495780541992
2022-02-05,41671.715,0.024925246464891006,0.09491569114091153
2022-02-06,41681.4,0.00023238483753350224,0.024925246464891006
2022-02-07,44104.875,0.0565153344284808,0.00023238483753350224
2022-02-08,44230.58,0.0028460845048666923,0.0565153344284808
2022-02-09,44492.775,0.005910411374101671,0.0028460845048666923
2022-02-10,43772.28,-0.016326076120825078,0.005910411374101671
2022-02-11,42568.295,-0.027891012960684546,-0.016326076120825078
2022-02-12,41894.285,-0.015960305914481623,-0.027891012960684546
2022-02-13,42284.71,0.009276133542808469,-0.015960305914481623
2022-02-14,42251.66,-0.0007819120145295305,0.009276133542808469
2022-02-15,43986.96,0.040249583385334686,-0.0007819120145295305
2022-02-16,44085.875,0.0022462100053733513,0.040249583385334686
2022-02-17,40694.815,-0.08003874760724183,0.0022462100053733513
2022-02-18,39989.97,-0.01747201608474919,-0.08003874760724183
2022-02-19,39939.68,-0.001258356733352963,-0.01747201608474919
2022-02-20,38288.71,-0.042215241274425254,-0.001258356733352963
2022-02-21,37074.51,-0.03222540317959826,-0.042215241274425254
2022-02-22,37897.17,0.021946767632204846,-0.03222540317959826
2022-02-23,37538.54,-0.00950830056236648,0.021946767632204846
2022-02-24,38412.34,0.023010623583796328,-0.00950830056236648
2022-02-25,38999.67,0.015174422418228957,0.023010623583796328
2022-02-26,39470.77,0.012007213416540638,0.015174422418228957
2022-02-27,38984.455,-0.01239742104387634,0.012007213416540638
2022-02-28,41649.935,0.06613683105933407,-0.01239742104387634
2022-03-01,43891.375,0.052418023542838824,0.06613683105933407
2022-03-02,44090.85,0.004534446401805853,0.052418023542838824
2022-03-03,42093.18,-0.046366545615747004,0.004534446401805853
2022-03-04,39395.875,-0.06622461692481516,-0.046366545615747004
2022-03-05,39371.565,-0.0006172601463716962,-0.06622461692481516
2022-03-06,39004.105,-0.009376958244259541,-0.0006172601463716962
2022-03-07,37835.47,-0.030419874571259088,-0.009376958244259541
2022-03-08,38502.055,0.017464594063057292,-0.030419874571259088
2022-03-09,41890.36,0.08434411236588242,0.017464594063057292
2022-03-10,39331.875,-0.06302047001948957,0.08434411236588242
2022-03-11,38857.15,-0.01214315777483018,-0.06302047001948957
2022-03-12,39101.15,0.006259777259311999,-0.01214315777483018
2022-03-13,38952.415,-0.003811105361436923,0.006259777259311999
2022-03-14,38721.95,-0.0059341502515488495,-0.003811105361436923
2022-03-15,39448.875,0.018598907064473726,-0.0059341502515488495
2022-03-16,41263.685,0.04497728556207479,0.018598907064473726
2022-03-17,40723.545,-0.013176388927350067,0.04497728556207479
2022-03-18,41760.625,0.025147483527761187,-0.013176388927350067
2022-03-19,42217.635,0.010884114807620532,0.025147483527761187
2022-03-20,41054.795,-0.027930386898486162,0.010884114807620532
2022-03-21,41153.375,0.0023983029241863626,-0.027930386898486162
2022-03-22,42608.135,0.034739256714829914,0.0023983029241863626
2022-03-23,42383.265,-0.005291606555887641,0.034739256714829914
2022-03-24,43906.125,0.03530024105923239,-0.005291606555887641
