Date,BTC_Volume,Log_BTC_Volume,Lagged_Log_BTC_Volume
2021-04-24,49014494781,24.61538190317048,25.185358263488926
2021-04-25,46117114240,24.554449959704474,24.61538190317048
2021-04-26,58284039825,24.788594133389942,24.554449959704474
2021-04-27,49448222757,24.624191954167042,24.788594133389942
2021-04-28,48000572955,24.59447878434556,24.624191954167042
2021-04-29,46088929780,24.55383862318793,24.59447878434556
2021-04-30,52395931985,24.682094791385698,24.55383862318793
2021-05-01,42836427360,24.480654684090425,24.682094791385698
2021-05-02,38177405335,24.365509694186677,24.480654684090425
2021-05-03,51713139031,24.668977726037333,24.365509694186677
2021-05-04,68564706967,24.951043763590512,24.668977726037333
2021-05-05,69241316747,24.960863584216867,24.951043763590512
2021-05-06,69523285106,24.964927570901033,24.960863584216867
2021-05-07,68434023376,24.94913595568148,24.964927570901033
2021-05-08,65382980634,24.903527826588444,24.94913595568148
2021-05-09,65906690347,24.911505796018027,24.903527826588444
2021-05-10,71776546298,24.996823606406604,24.911505796018027
2021-05-11,61308396325,24.839182641552945,24.996823606406604
2021-05-12,75215403907,25.04362188611435,24.839182641552945
2021-05-13,96721152926,25.295097963425906,25.04362188611435
2021-05-14,55737497453,24.74391896120366,25.295097963425906
2021-05-15,59161047474,24.803529180413197,24.74391896120366
2021-05-16,64047871555,24.88289663374558,24.803529180413197
2021-05-17,74903638450,25.03946830372632,24.88289663374558
2021-05-18,56187365084,24.751957748000727,25.03946830372632
2021-05-19,126358098747,25.56238576644706,24.751957748000727
2021-05-20,88281943359,25.203801431674435,25.56238576644706
2021-05-21,82051616861,25.130614360089695,25.203801431674435
2021-05-22,57377273240,24.77291412528298,25.130614360089695
2021-05-23,78469274361,25.085972975700102,24.77291412528298
2021-05-24,67359584098,24.93331103254432,25.085972975700102
2021-05-25,56211915803,24.75239459633635,24.93331103254432
2021-05-26,51346735160,24.661867191163356,24.75239459633635
2021-05-27,43210968721,24.489360205546614,24.661867191163356
2021-05-28,55200191952,24.73423226761472,24.489360205546614
2021-05-29,45231013335,24.535048824231183,24.73423226761472
2021-05-30,31646080921,24.177880152308756,24.535048824231183
2021-05-31,39009847639,24.387079954766502,24.177880152308756
2021-06-01,34639423297,24.26825827203208,24.387079954766502
2021-06-02,33070867190,24.221918586456898,24.26825827203208
2021-06-03,35460750427,24.291692300002502,24.221918586456898
2021-06-04,41831090187,24.456905684384594,24.291692300002502
2021-06-05,35959473399,24.305658402365854,24.456905684384594
2021-06-06,28913440585,24.087572396097595,24.305658402365854
2021-06-07,33683936663,24.24028690378345,24.087572396097595
2021-06-08,49902050442,24.633327929881716,24.24028690378345
2021-06-09,53972919008,24.711748257865725,24.633327929881716
2021-06-10,43576032854,24.497773130974625,24.711748257865725
2021-06-11,38699736985,24.379098640705823,24.497773130974625
2021-06-12,37924228550,24.358856020510704,24.379098640705823
2021-06-13,40669112838,24.42873474295661,24.358856020510704
2021-06-14,43148914673,24.487923101737735,24.42873474295661
2021-06-15,46420149185,24.560999451596242,24.487923101737735
2021-06-16,39211635100,24.392239353477844,24.560999451596242
2021-06-17,37096670047,24.336793046385925,24.392239353477844
2021-06-18,36200887275,24.312349465836878,24.336793046385925
2021-06-19,31207279719,24.163917228872883,24.312349465836878
2021-06-20,36664034054,24.325062112965806,24.163917228872883
2021-06-21,52809038594,24.68994819850049,24.325062112965806
2021-06-22,58964353058,24.80019891280092,24.68994819850049
2021-06-23,46317108925,24.558777252999853,24.80019891280092
2021-06-24,33123368116,24.223504855616625,24.558777252999853
2021-06-25,40230904226,24.417901299066155,24.223504855616625
2021-06-26,38585385521,24.376139428279433,24.417901299066155
2021-06-27,35511640894,24.293126392183268,24.376139428279433
2021-06-28,33892523752,24.246460288721586,24.293126392183268
2021-06-29,37901460044,24.35825547188117,24.246460288721586
2021-06-30,34059036099,24.25136121169242,24.35825547188117
2021-07-01,37838957079,24.35660501941306,24.25136121169242
2021-07-02,38728974942,24.379853863352874,24.35660501941306
2021-07-03,24383958643,23.917191320378013,24.379853863352874
2021-07-04,24924307911,23.939109385548225,23.917191320378013
2021-07-05,26721554282,24.00873635315962,23.939109385548225
2021-07-06,26501259870,24.000458111072643,24.00873635315962
2021-07-07,24796027477,23.933949294907748,24.000458111072643
2021-07-08,29910396946,24.12147198084758,23.933949294907748
2021-07-09,27436021028,24.035122623021447,24.12147198084758
2021-07-10,22971873468,23.857536411836477,24.035122623021447
2021-07-11,20108729370,23.724419854746714,23.857536411836477
2021-07-12,24321499537,23.914626550737314,23.724419854746714
2021-07-13,19120856669,23.674045548429977,23.914626550737314
2021-07-14,21376531210,23.785559484759087,23.674045548429977
2021-07-15,21300524237,23.781997521424646,23.785559484759087
2021-07-16,23699476918,23.888718813873464,23.781997521424646
2021-07-17,18895018942,23.662164176234793,23.888718813873464
2021-07-18,18787986667,23.65648349545581,23.662164176234793
2021-07-19,20434789545,23.74050465515748,23.65648349545581
2021-07-20,23148267245,23.865185765649247,23.74050465515748
2021-07-21,28203024559,24.062695063004444,23.865185765649247
2021-07-22,19555230518,23.696508633271574,24.062695063004444
2021-07-23,22552046192,23.839091639000184,23.696508633271574
2021-07-24,21664706865,23.79895036169826,23.839091639000184
2021-07-25,20856685287,23.760940371064265,23.79895036169826
2021-07-26,51022126212,24.65552522288033,23.760940371064265
2021-07-27,35097370560,24.281392051791613,24.65552522288033
2021-07-28,38702404695,24.37916757187344,24.281392051791613
2021-07-29,27167146027,24.025274213535088,24.37916757187344
2021-07-30,33072782960,24.221976514012944,24.025274213535088
2021-07-31,25802845343,23.973750607405485,24.221976514012944
2021-08-01,26688438115,24.007496279167558,23.973750607405485
2021-08-02,25595265436,23.965673227421444,24.007496279167558
2021-08-03,26189830450,23.9886370216001,23.965673227421444
2021-08-04,25372562724,23.956934219409526,23.9886370216001
2021-08-05,35185031017,24.283886573904965,23.956934219409526
2021-08-06,38226483046,24.366794385811406,24.283886573904965
2021-08-07,40030862141,24.412916547090937,24.366794385811406
2021-08-08,36302664750,24.31515698461381,24.412916547090937
2021-08-09,38734079049,24.37998564506672,24.31515698461381
2021-08-10,33546019517,24.236184050016934,24.37998564506672
2021-08-11,34319709073,24.258985634636304,24.236184050016934
2021-08-12,33723620826,24.24146434349683,24.258985634636304
2021-08-13,31744259539,24.180977744017213,24.24146434349683
2021-08-14,31211354442,24.164047789980494,24.180977744017213
2021-08-15,30988958446,24.156896798823404,24.164047789980494
2021-08-16,32776876610,24.21298912231783,24.156896798823404
2021-08-17,33451362600,24.23335835811699,24.21298912231783
2021-08-18,32194123075,24.195049759640455,24.23335835811699
2021-08-19,37204312299,24.339690513523202,24.195049759640455
2021-08-20,34706867452,24.270203413597304,24.339690513523202
2021-08-21,40585205312,24.42666943596159,24.270203413597304
2021-08-22,25370975378,23.95687165593603,24.42666943596159
2021-08-23,34305053719,24.258558519011373,23.95687165593603
2021-08-24,35361168834,24.28888012942972,24.258558519011373
2021-08-25,32646349931,24.208998892575657,24.28888012942972
2021-08-26,32666549568,24.20961744228939,24.208998892575657
2021-08-27,34511076995,24.26454618176988,24.20961744228939
2021-08-28,28568103401,24.075556666701345,24.26454618176988
2021-08-29,25889650240,23.97710912115549,24.075556666701345
2021-08-30,31847007016,24.18420924330882,23.97710912115549
2021-08-31,34730363427,24.270880168001227,24.18420924330882
2021-09-01,39139399125,24.39039544685475,24.270880168001227
2021-09-02,39508070319,24.399770799858075,24.39039544685475
2021-09-03,43206179619,24.489249368702378,24.399770799858075
2021-09-04,37471327794,24.34684188531311,24.489249368702378
2021-09-05,30322676319,24.1351616629214,24.34684188531311
2021-09-06,38884105426,24.383851403196694,24.1351616629214
2021-09-07,65210059683,24.900879583594165,24.383851403196694
2021-09-08,49007762488,24.615244540632663,24.900879583594165
2021-09-09,38672657013,24.378398650135377,24.615244540632663
2021-09-10,39154666597,24.39078545015967,24.378398650135377
2021-09-11,34499835245,24.264220385465077,24.39078545015967
2021-09-12,27881980161,24.05124644474273,24.264220385465077
2021-09-13,40969943253,24.43610454341758,24.05124644474273
2021-09-14,38652152880,24.37786831236904,24.43610454341758
2021-09-15,30484496466,24.14048407873497,24.37786831236904
2021-09-16,31764293754,24.181608657953234,24.14048407873497
2021-09-17,28727713711,24.0811281283165,24.181608657953234
2021-09-18,28575630451,24.075820109411023,24.0811281283165
2021-09-19,26967722648,24.017906530339967,24.075820109411023
2021-09-20,43909845642,24.505404406187054,24.017906530339967
2021-09-21,48701090088,24.60896725052161,24.505404406187054
2021-09-22,38139709246,24.364521813754546,24.60896725052161
2021-09-23,34244064430,24.256779085322368,24.364521813754546
2021-09-24,42839345714,24.480722809626883,24.256779085322368
2021-09-25,31604717236,24.176572226018436,24.480722809626883
2021-09-26,30661222077,24.146264568597687,24.176572226018436
2021-09-27,30980029059,24.15660860992695,24.146264568597687
2021-09-28,30214940550,24.131602359192218,24.15660860992695
2021-09-29,30602359905,24.1443429640095,24.131602359192218
2021-09-30,31141681925,24.161813013614942,24.1443429640095
2021-10-01,42850641582,24.480986454620233,24.161813013614942
2021-10-02,30614346492,24.14473457564164,24.480986454620233
2021-10-03,26638115879,24.005608954854686,24.14473457564164
2021-10-04,33383173002,24.2313178076427,24.005608954854686
2021-10-05,35873904236,24.30327596661547,24.2313178076427
2021-10-06,49034730168,24.615794662930647,24.30327596661547
2021-10-07,36807860413,24.3289772574918,24.615794662930647
2021-10-08,34800873924,24.27290833617014,24.3289772574918
2021-10-09,32491211414,24.204235471681784,24.27290833617014
2021-10-10,39527792364,24.400269865592033,24.204235471681784
2021-10-11,42637331698,24.475996037406926,24.400269865592033
2021-10-12,41083758949,24.438878720960826,24.475996037406926
2021-10-13,41684252783,24.45338926332747,24.438878720960826
2021-10-14,36615791366,24.323745442389885,24.45338926332747
2021-10-15,51780081801,24.67027139104839,24.323745442389885
2021-10-16,34250964237,24.25698055416347,24.67027139104839
2021-10-17,29032367511,24.091677165601805,24.25698055416347
2021-10-18,38055562075,24.362313088626326,24.091677165601805
2021-10-19,40471196346,24.42385635670193,24.362313088626326
2021-10-20,40788955582,24.431677185192004,24.42385635670193
2021-10-21,45908121370,24.54990787452713,24.431677185192004
2021-10-22,38434082775,24.37221047514637,24.54990787452713
2021-10-23,26882546034,24.01474306664263,24.37221047514637
2021-10-24,27316183882,24.0307451796817,24.01474306664263
2021-10-25,31064911614,24.159344775262465,24.0307451796817
2021-10-26,34878965587,24.27514977921142,24.159344775262465
2021-10-27,43657076893,24.499631234223553,24.27514977921142
2021-10-28,45257083247,24.535625030687193,24.499631234223553
2021-10-29,36856881767,24.33030818894654,24.535625030687193
2021-10-30,32157938616,24.193925181441635,24.33030818894654
2021-10-31,32241199927,24.19651097247165,24.193925181441635
2021-11-01,36150572843,24.310958631705024,24.19651097247165
2021-11-02,37746665647,24.354162981508576,24.310958631705024
2021-11-03,36124731509,24.31024355107457,24.354162981508576
2021-11-04,32615846901,24.2080641084678,24.31024355107457
2021-11-05,30605102446,24.144432578605382,24.2080641084678
2021-11-06,29094934221,24.093829914217295,24.144432578605382
2021-11-07,24726754302,23.931151664496312,24.093829914217295
2021-11-08,41125608330,24.439896838141387,23.931151664496312
2021-11-09,42357991721,24.46942294675876,24.439896838141387
2021-11-10,48730828378,24.60957769300066,24.46942294675876
2021-11-11,35880633236,24.303463522699218,24.60957769300066
2021-11-12,36084893887,24.309140162826168,24.303463522699218
2021-11-13,30474228777,24.140147205250294,24.309140162826168
2021-11-14,25122092191,23.947013462936447,24.140147205250294
2021-11-15,30558763548,24.142917340609458,23.947013462936447
2021-11-16,46844335592,24.570095933134454,24.142917340609458
2021-11-17,39178392930,24.391391231010534,24.570095933134454
2021-11-18,41388338699,24.446265004162928,24.391391231010534
2021-11-19,38702407772,24.37916765137754,24.446265004162928
2021-11-20,30624264863,24.14505850104972,24.37916765137754
2021-11-21,26123447605,23.98609912364766,24.14505850104972
2021-11-22,35036121783,24.279645417180248,23.98609912364766
2021-11-23,37485803899,24.3472281355565,24.279645417180248
2021-11-24,36635566789,24.324285375682006,24.3472281355565
2021-11-25,34284016248,24.25794508390663,24.324285375682006
2021-11-26,41810748221,24.456419277897403,24.25794508390663
2021-11-27,30560857714,24.142985867408463,24.456419277897403
2021-11-28,28116886357,24.059636170766723,24.142985867408463
2021-11-29,32370840356,24.200523865499083,24.059636170766723
2021-11-30,36708594618,24.326276750366294,24.200523865499083
2021-12-01,36858195307,24.330343827246118,24.326276750366294
2021-12-02,32379968686,24.20080581811699,24.330343827246118
2021-12-03,39789134215,24.406859702289513,24.20080581811699
2021-12-04,61385677469,24.84044237891157,24.406859702289513
2021-12-05,37198201161,24.33952624116923,24.84044237891157
2021-12-06,37707308001,24.353119758795003,24.33952624116923
2021-12-07,33676814852,24.240075450945813,24.353119758795003
2021-12-08,28479699446,24.07245737027439,24.240075450945813
2021-12-09,29603577251,24.111161044048604,24.07245737027439
2021-12-10,30966005122,24.156155830748265,24.111161044048604
2021-12-11,25775869261,23.972704591246814,24.156155830748265
2021-12-12,21939223599,23.811541903701528,23.972704591246814
2021-12-13,32166727776,24.19419845639346,23.811541903701528
2021-12-14,34638619079,24.268235054921075,24.19419845639346
2021-12-15,36541828520,24.321723428242482,24.268235054921075
2021-12-16,27268150947,24.02898522611448,24.321723428242482
2021-12-17,32902725329,24.216821328034683,24.02898522611448
2021-12-18,26098292690,23.98513573495921,24.216821328034683
2021-12-19,25154053861,23.948284907818984,23.98513573495921
2021-12-20,30961902129,24.156023322055876,23.948284907818984
2021-12-21,27055803928,24.021167382181048,24.156023322055876
2021-12-22,24447979559,23.919813413829058,24.021167382181048
2021-12-23,28223878108,24.06343419802564,23.919813413829058
2021-12-24,24367912228,23.916533031155765,24.06343419802564
2021-12-25,19030650914,23.669316722293782,23.916533031155765
2021-12-26,20964372926,23.76609030660428,23.669316722293782
2021-12-27,24324345758,23.91474356878833,23.76609030660428
2021-12-28,33430376883,24.232730811110862,23.91474356878833
2021-12-29,30049226299,24.1261027504747,24.232730811110862
2021-12-30,26686491018,24.007423319932485,24.1261027504747
2021-12-31,36974172400,24.33348546260177,24.007423319932485
2022-01-01,24582667004,23.92530743820885,24.33348546260177
2022-01-02,27951569547,24.053739190498586,23.92530743820885
2022-01-03,33071628362,24.221941602582724,24.053739190498586
2022-01-04,42494677905,24.472644679270676,24.221941602582724
2022-01-05,36851084859,24.33015089501273,24.472644679270676
2022-01-06,30208048289,24.131374225458277,24.33015089501273
2022-01-07,84196607520,25.156420466646658,24.131374225458277
2022-01-08,28066355845,24.057837395059085,25.156420466646658
2022-01-09,21294384372,23.781709230394426,24.057837395059085
2022-01-10,32104232331,24.192253706708915,23.781709230394426
2022-01-11,26327648900,23.993885512886255,24.192253706708915
2022-01-12,33499938689,24.234809445596653,23.993885512886255
2022-01-13,47691135082,24.588011370231424,24.234809445596653
2022-01-14,23577403399,23.88355460720501,24.588011370231424
2022-01-15,18371348298,23.63405813021384,23.88355460720501
2022-01-16,17902097845,23.60818374097066,23.63405813021384
2022-01-17,21690904261,23.80015885114209,23.60818374097066
2022-01-18,22417209227,23.833094769902296,23.80015885114209
2022-01-19,23091543258,23.862732294718583,23.833094769902296
2022-01-20,20382033940,23.737919660546307,23.862732294718583
2022-01-21,43011992031,24.484744798200797,23.737919660546307
2022-01-22,39714385405,24.404979311776426,24.484744798200797
2022-01-23,26017975951,23.982053518803728,24.404979311776426
2022-01-24,41856658597,24.45751672748629,23.982053518803728
2022-01-25,26428189594,23.997697065070458,24.45751672748629
2022-01-26,31324598034,24.167669505531286,23.997697065070458
2022-01-27,25041426629,23.94379735555695,24.167669505531286
2022-01-28,22238830523,23.825105720548702,23.94379735555695
2022-01-29,17194183075,23.56783697025161,23.825105720548702
2022-01-30,14643548444,23.40726569616492,23.56783697025161
2022-01-31,20734730465,23.75507593152482,23.40726569616492
2022-02-01,20288500328,23.733320076174746,23.75507593152482
2022-02-02,19155189416,23.67583950364319,23.733320076174746
2022-02-03,18591534769,23.645972194120812,23.67583950364319
2022-02-04,29412210792,24.10467575812537,23.645972194120812
2022-02-05,19652846215,23.70148801031965,24.10467575812537
2022-02-06,16142097334,23.504696437690406,23.70148801031965
2022-02-07,28641855926,24.078134978824778,23.504696437690406
2022-02-08,33079398868,24.222176534869075,24.078134978824778
2022-02-09,23245887300,23.869394063010258,24.222176534869075
2022-02-10,32142048537,24.193430933152417,23.869394063010258
2022-02-11,26954925781,24.017431892405334,24.193430933152417
2022-02-12,18152390304,23.62206808617604,24.017431892405334
2022-02-13,14741589015,23.41393852081452,23.62206808617604
2022-02-14,20827783012,23.759553654101765,23.41393852081452
2022-02-15,22721659051,23.84658444974433,23.759553654101765
2022-02-16,19792547657,23.708571322838214,23.84658444974433
2022-02-17,26246662813,23.99080468696889,23.708571322838214
2022-02-18,23310007704,23.872148620495953,23.99080468696889
2022-02-19,13736557863,23.343326572923065,23.872148620495953
2022-02-20,18340576452,23.632381734687534,23.343326572923065
2022-02-21,29280402798,24.100184282707193,23.632381734687534
2022-02-22,25493150450,23.961675643224794,24.100184282707193
2022-02-23,21849073843,23.8074243705416,23.961675643224794
2022-02-24,46383802093,24.56021614240826,23.8074243705416
2022-02-25,26545599159,24.002129814172033,24.56021614240826
2022-02-26,17467554129,23.583610947226784,24.002129814172033
2022-02-27,23450127612,23.878141773700225,23.583610947226784
2022-02-28,35690014104,24.298136769629124,23.878141773700225
2022-03-01,32479047645,24.203861030535382,24.298136769629124
2022-03-02,29183112630,24.096856044331652,24.203861030535382
2022-03-03,24967782593,23.940852134451475,24.096856044331652
2022-03-04,28516271427,24.07374068856721,23.940852134451475
2022-03-05,16975917450,23.555061556058806,24.07374068856721
2022-03-06,19745229902,23.70617777517257,23.555061556058806
2022-03-07,28546143503,24.074787685220453,23.70617777517257
2022-03-08,25776583476,23.97273229953079,24.074787685220453
2022-03-09,32284121034,24.197841337441282,23.97273229953079
2022-03-10,31078064711,24.159768092521283,24.197841337441282
2022-03-11,26364890465,23.995299055359244,24.159768092521283
2022-03-12,14616450657,23.405413488674863,23.995299055359244
2022-03-13,17300745310,23.574015419025052,23.405413488674863
2022-03-14,24322159070,23.914653667653226,23.574015419025052
2022-03-15,23934000868,23.898565915364134,23.914653667653226
2022-03-16,39616916192,24.40252204055857,23.898565915364134
2022-03-17,22009601093,23.814744608422313,24.40252204055857
2022-03-18,34421564942,24.261949092762496,23.814744608422313
2022-03-19,19664853187,23.70209877710183,24.261949092762496
2022-03-20,20127946682,23.725375068514193,23.70209877710183
2022-03-21,24615543271,23.92664392064225,23.725375068514193
2022-03-22,32004652376,24.18914711592851,23.92664392064225
2022-03-23,25242943069,23.95181247118945,24.18914711592851
2022-03-24,31042992291,24.158638928742718,23.95181247118945
2022-03-25,30574413034,24.14342932075565,24.158638928742718
2022-03-26,16950455995,23.55356057277089,24.14342932075565
2022-03-27,28160889722,24.061199962978613,23.55356057277089
2022-03-28,36362175703,24.31679494228176,24.061199962978613
2022-03-29,31397059069,24.169980065251295,24.31679494228176
2022-03-30,29333883962,24.102009134012146,24.169980065251295
2022-03-31,33327427106,24.229646531746955,24.102009134012146
2022-04-01,38162644287,24.365122975858434,24.229646531746955
2022-04-02,29336594194,24.102101522282606,24.365122975858434
2022-04-03,25414397610,23.958581685419976,24.102101522282606
2022-04-04,32499785455,24.204499324875698,23.958581685419976
2022-04-05,29640604055,24.11241101688998,24.204499324875698
2022-04-06,39393395788,24.396864019606657,24.11241101688998
2022-04-07,26101973106,23.985276746348713,24.396864019606657
2022-04-08,27215995394,24.02707070336122,23.985276746348713
2022-04-09,16050772496,23.499022815956096,24.02707070336122
2022-04-10,17654475582,23.594255162232244,23.499022815956096
2022-04-11,33949912166,24.248152103790186,23.594255162232244
2022-04-12,30991500854,24.156978837841187,24.248152103790186
2022-04-13,27691105228,24.044377087670032,24.156978837841187
2022-04-14,24342001973,23.915469171452095,24.044377087670032
2022-04-15,21756855753,23.803194751848288,23.915469171452095
2022-04-16,16833150693,23.546616034579962,23.803194751848288
2022-04-17,19087633042,23.6723064775782,23.546616034579962
2022-04-18,33705182072,24.24091743316572,23.6723064775782
2022-04-19,25303206547,23.954196965637067,24.24091743316572
2022-04-20,27819532341,24.049004213127876,23.954196965637067
2022-04-21,35372786395,24.28920861554553,24.049004213127876
2022-04-22,28011716745,24.055888714772234,24.28920861554553
2022-04-23,16138021249,23.50444389307777,24.055888714772234
2022-04-24,17964398167,23.611657756644593,23.50444389307777
2022-04-25,35445730570,24.291268647410707,23.611657756644593
2022-04-26,34569088416,24.266225721310402,24.291268647410707
2022-04-27,30981015184,24.156640440410506,24.266225721310402
2022-04-28,33903704907,24.24679013465321,24.156640440410506
2022-04-29,30882994649,24.15347153437641,24.24679013465321
2022-04-30,23895713731,23.896964938001048,24.15347153437641
2022-05-01,27002760110,24.019204924022286,23.896964938001048
2022-05-02,32922642426,24.217426477638465,24.019204924022286
2022-05-03,27326943244,24.031138984454774,24.217426477638465
2022-05-04,36754404490,24.327523905491837,24.031138984454774
2022-05-05,43106256317,24.48693398168874,24.327523905491837
2022-05-06,37795577489,24.35545793508169,24.48693398168874
2022-05-07,24375896406,23.916860628784885,24.35545793508169
2022-05-08,36763041910,24.32775888155433,23.916860628784885
2022-05-09,63355494961,24.87202747966775,24.32775888155433
2022-05-10,59811038817,24.814456076469334,24.87202747966775
2022-05-11,70388855818,24.977300789540177,24.814456076469334
