Date,ETH_Price,ETH_Return,ETH_Lagged_Return
2021-01-01,729.91,,
2021-01-02,769.22,0.05245577554599077,
2021-01-03,729.91,-0.052455775545990894,0.05245577554599077
2021-01-04,1007.23,0.3220380289599853,-0.052455775545990894
2021-01-05,1085.06,0.07443129615412769,0.3220380289599853
2021-01-06,1184.24,0.08746593362046948,0.07443129615412769
2021-01-07,1255.65,0.058552148168938375,0.08746593362046948
2021-01-08,1192.72,-0.05141695365403145,0.058552148168938375
2021-01-09,1292.99,0.08072095266975712,-0.05141695365403145
2021-01-10,1302.01,0.006951858440670317,0.08072095266975712
2021-01-11,1035.05,-0.22945948951920866,0.006951858440670317
2021-01-12,1077.49,0.040184527481014504,-0.22945948951920866
2021-01-13,1126.58,0.044552232580922876,0.040184527481014504
2021-01-14,1186.86,0.05212466948273948,0.044552232580922876
2021-01-15,1159.41,-0.023399909236663158,0.05212466948273948
2021-01-16,1235.4,0.06348354924242257,-0.023399909236663158
2021-01-17,1159.41,-0.06348354924242251,0.06348354924242257
2021-01-18,1233.89,0.062260525467799144,-0.06348354924242251
2021-01-19,1409.63,0.1331554781016388,0.062260525467799144
2021-01-20,1324.43,-0.06234508040543261,0.1331554781016388
2021-01-21,1171.2,-0.12295331397633451,-0.06234508040543261
2021-01-22,1244.25,0.060504074531616416,-0.12295331397633451
2021-01-23,1247.68,0.002752888055569036,0.060504074531616416
2021-01-24,1359.52,0.08584586946099863,0.002752888055569036
2021-01-25,1346.45,-0.009660197001613675,0.08584586946099863
2021-01-26,1334.63,-0.008817399391465239,-0.009660197001613675
2021-01-27,1276.74,-0.04434414575199219,-0.008817399391465239
2021-01-28,1352.73,0.05781481860555217,-0.04434414575199219
2021-01-29,1372.48,0.014494549612803347,0.05781481860555217
2021-01-30,1389.0,0.011964741425828096,0.014494549612803347
2021-01-31,1290.91,-0.07323666773825802,0.011964741425828096
2021-02-01,1350.5,0.04512749821658444,-0.07323666773825802
2021-02-02,1519.97,0.11821570357077245,0.04512749821658444
2021-02-03,1633.39,0.0719670119028979,0.11821570357077245
2021-02-04,1642.41,0.0055070656306023275,0.0719670119028979
2021-02-05,1720.54,0.04647351968584399,0.0055070656306023275
2021-02-06,1711.01,-0.005554355612313411,0.04647351968584399
2021-02-07,1557.66,-0.0938991442931581,-0.005554355612313411
2021-02-08,1703.95,0.08976439011843462,-0.0938991442931581
2021-02-09,1770.03,0.03804741034103177,0.08976439011843462
2021-02-10,1729.19,-0.023343404821077048,0.03804741034103177
2021-02-11,1769.74,0.023179552367020035,-0.023343404821077048
2021-02-12,1853.01,0.045978700802147415,0.023179552367020035
2021-02-13,1813.84,-0.021365199006485296,0.045978700802147415
2021-02-14,1804.34,-0.005251270987551053,-0.021365199006485296
2021-02-15,1789.29,-0.00837598082637144,-0.005251270987551053
2021-02-16,1753.2,-0.020376203559810364,-0.00837598082637144
2021-02-17,1855.55,0.05673845850751473,-0.020376203559810364
2021-02-18,1946.69,0.04794934633152888,0.05673845850751473
2021-02-19,1957.21,0.0053894953580914265,0.04794934633152888
2021-02-20,1965.53,0.004241939295426278,0.0053894953580914265
2021-02-21,1951.48,-0.007173869995836522,0.004241939295426278
2021-02-22,1801.32,-0.08006832958129385,-0.007173869995836522
2021-02-23,1535.74,-0.1595073799137253,-0.08006832958129385
2021-02-24,1591.54,0.035689751381780876,-0.1595073799137253
2021-02-25,1522.79,-0.04415792229189868,0.035689751381780876
2021-02-26,1429.1,-0.06349930314849296,-0.04415792229189868
2021-02-27,1507.31,0.05328172968608099,-0.06349930314849296
2021-02-28,1329.79,-0.12530557016155885,0.05328172968608099
2021-03-01,1546.52,0.15098621045729355,-0.12530557016155885
2021-03-02,1468.17,-0.05199051818513381,0.15098621045729355
2021-03-03,1595.24,0.08300746783444198,-0.05199051818513381
2021-03-04,1516.52,-0.050605958814754874,0.08300746783444198
2021-03-05,1532.36,0.010390794336480625,-0.050605958814754874
2021-03-06,1642.96,0.06969046239123927,0.010390794336480625
2021-03-07,1675.91,0.01985680828432285,0.06969046239123927
2021-03-08,1791.14,0.06649598731042594,0.01985680828432285
2021-03-09,1825.05,0.018755095274981246,0.06649598731042594
2021-03-10,1815.76,-0.005103271064353549,0.018755095274981246
2021-03-11,1841.02,0.013815652997908275,-0.005103271064353549
2021-03-12,1757.95,-0.04617140840515873,0.013815652997908275
2021-03-13,1932.61,0.09472306349834499,-0.04617140840515873
2021-03-14,1853.96,-0.04154752900828254,0.09472306349834499
2021-03-15,1792.41,-0.03376280891179588,-0.04154752900828254
2021-03-16,1797.77,0.0029859249298734253,-0.03376280891179588
2021-03-17,1815.88,0.010023190744648053,0.0029859249298734253
2021-03-18,1773.4,-0.023671590736844925,0.010023190744648053
2021-03-19,1817.32,0.024464280418339375,-0.023671590736844925
2021-03-20,1828.13,0.005930698094970087,0.024464280418339375
2021-03-21,1791.22,-0.020396634538034298,0.005930698094970087
2021-03-22,1678.27,-0.0651334509977006,-0.020396634538034298
2021-03-23,1672.15,-0.003653277384137217,-0.0651334509977006
2021-03-24,1611.67,-0.036839315069871,-0.003653277384137217
2021-03-25,1603.35,-0.005175718081408596,-0.036839315069871
2021-03-26,1665.62,0.0381022360854666,-0.005175718081408596
2021-03-27,1718.98,0.03153366517031431,0.0381022360854666
2021-03-28,1702.01,-0.009921186087128258,0.03153366517031431
2021-03-29,1807.11,0.059918978560162796,-0.009921186087128258
2021-03-30,1840.92,0.018536562527802447,0.059918978560162796
2021-03-31,1939.94,0.05239159809936447,0.018536562527802447
2021-04-01,1969.3,0.015021104894103743,0.05239159809936447
2021-04-02,2090.9,0.05991644563922689,0.015021104894103743
2021-04-03,2060.87,-0.014466371552917506,0.05991644563922689
2021-04-04,2072.86,0.0058010724572622,-0.014466371552917506
2021-04-05,2104.42,0.015110598526365726,0.0058010724572622
2021-04-06,2121.97,0.00830500775987136,0.015110598526365726
2021-04-07,1987.85,-0.06529124981443729,0.00830500775987136
2021-04-08,2054.0,0.03273545883498133,-0.06529124981443729
2021-04-09,2070.93,0.00820867023927277,0.03273545883498133
2021-04-10,2094.55,0.011340951420214972,0.00820867023927277
2021-04-11,2147.04,0.024751416204656342,0.011340951420214972
2021-04-12,2144.39,-0.0012350197192224498,0.024751416204656342
2021-04-13,2302.11,0.07097096404194511,-0.0012350197192224498
2021-04-14,2370.08,0.029097616158371815,0.07097096404194511
2021-04-15,2502.69,0.054442443549470976,0.029097616158371815
2021-04-16,2460.21,-0.01711944124660308,0.054442443549470976
2021-04-17,2392.53,-0.027895328703162383,-0.01711944124660308
2021-04-18,2171.89,-0.09675362722932,-0.027895328703162383
2021-04-19,2208.18,0.016570890609272467,-0.09675362722932
2021-04-20,2307.1,0.04382267775816288,0.016570890609272467
2021-04-21,2404.24,0.041242520711140956,0.04382267775816288
2021-04-22,2407.68,0.0014297829498524425,0.041242520711140956
2021-04-23,2322.86,-0.035864443174524134,0.0014297829498524425
2021-04-24,2296.38,-0.011465215086573126,-0.035864443174524134
2021-04-25,2327.7,0.013546685596554345,-0.011465215086573126
2021-04-26,2458.98,0.05486597422754719,0.013546685596554345
2021-04-27,2647.72,0.07395226248918228,0.05486597422754719
2021-04-28,2707.09,0.022175364913936683,0.07395226248918228
2021-04-29,2709.34,0.0008308055783679939,0.022175364913936683
2021-04-30,2765.22,0.02041513501779779,0.0008308055783679939
2021-05-01,2950.49,0.06485106044057641,0.02041513501779779
2021-05-02,2936.64,-0.0047051876047732085,0.06485106044057641
2021-05-03,3287.79,0.11294953589259679,-0.0047051876047732085
2021-05-04,3406.02,0.03532884767275327,0.11294953589259679
2021-05-05,3465.65,0.01735575102275633,0.03532884767275327
2021-05-06,3467.88,0.0006432510068875298,0.01735575102275633
2021-05-07,3502.02,0.009796488626120092,0.0006432510068875298
2021-05-08,3849.77,0.09467346138580691,0.009796488626120092
2021-05-09,3910.68,0.015697865664200162,0.09467346138580691
2021-05-10,3911.4,0.00018409425677927454,0.015697865664200162
2021-05-11,4143.97,0.057758899372326436,0.00018409425677927454
2021-05-12,4101.62,-0.010272247927378447,0.057758899372326436
2021-05-13,3717.92,-0.09821764549819405,-0.010272247927378447
2021-05-14,3997.73,0.07256232790765173,-0.09821764549819405
2021-05-15,3791.73,-0.05290432070470812,0.07256232790765173
2021-05-16,3358.21,-0.12141428540159246,-0.05290432070470812
2021-05-17,3442.13,0.024682371890715222,-0.12141428540159246
2021-05-18,3440.38,-0.0005085354144676545,0.024682371890715222
2021-05-19,2603.4,-0.27876364735054143,-0.0005085354144676545
2021-05-20,2764.46,0.06002703447835096,-0.27876364735054143
2021-05-21,2253.71,-0.20426757034813395,0.06002703447835096
2021-05-22,2362.01,0.04693520428602244,-0.20426757034813395
2021-05-23,1899.33,-0.21801175906215073,0.04693520428602244
2021-05-24,2625.23,0.3236673188485697,-0.21801175906215073
2021-05-25,2555.66,-0.026858003929871824,0.3236673188485697
2021-05-26,2799.72,0.0912089048578151,-0.026858003929871824
2021-05-27,2722.13,-0.028104750091240402,0.0912089048578151
2021-05-28,2427.98,-0.11435502615854859,-0.028104750091240402
2021-05-29,2237.49,-0.08170493404789261,-0.11435502615854859
2021-05-30,2438.5,0.08602839428482728,-0.08170493404789261
2021-05-31,2599.51,0.0639398695598973,0.08602839428482728
2021-06-01,2578.74,-0.008022058179856557,0.0639398695598973
2021-06-02,2722.78,0.054352509636914674,-0.008022058179856557
2021-06-03,2822.95,0.03612902027530466,0.054352509636914674
2021-06-04,2702.59,-0.04357186498583274,0.03612902027530466
2021-06-05,2634.35,-0.02557410022830742,-0.04357186498583274
2021-06-06,2711.23,0.02876593421437183,-0.02557410022830742
2021-06-07,2659.02,-0.019444772603195853,0.02876593421437183
2021-06-08,2537.43,-0.04680587607676376,-0.019444772603195853
2021-06-09,2561.39,0.00939832210677336,-0.04680587607676376
2021-06-10,2469.52,-0.03652628011610256,0.00939832210677336
2021-06-11,2381.61,-0.03624707020264844,-0.03652628011610256
2021-06-12,2408.38,0.011177592736756024,-0.03624707020264844
2021-06-13,2527.28,0.04818930328664091,0.011177592736756024
2021-06-14,2541.83,0.005740668463792758,0.04818930328664091
2021-06-15,2522.15,-0.007772581675781769,0.005740668463792758
2021-06-16,2399.6,-0.04980965558313208,-0.007772581675781769
2021-06-17,2344.43,-0.023259754807420187,-0.04980965558313208
2021-06-18,2194.83,-0.06593770720870783,-0.023259754807420187
2021-06-19,2225.09,0.013692769457676463,-0.06593770720870783
2021-06-20,2262.28,0.016575790056655246,0.013692769457676463
2021-06-21,1940.42,-0.15346870980603408,0.016575790056655246
2021-06-22,1930.9,-0.004918229022614383,-0.15346870980603408
2021-06-23,1929.94,-0.0004973011157077746,-0.004918229022614383
