Date,Actual,Forecast
2024-01-02,0.0338522639689997,
2024-01-03,-0.0495283949100311,
2024-01-04,0.0353450262550083,
2024-01-05,-0.011940796433948,
2024-01-06,-0.0009427583689585,
2024-01-07,0.0076890306011025,
2024-01-08,0.0625227533679936,
2024-01-09,-0.0365736275970131,
2024-01-10,0.0117857627732164,
2024-01-11,0.0042879617582345,
2024-01-12,-0.0611173108158078,
2024-01-13,-0.0107999267990248,
2024-01-14,-0.0102608202093527,
2024-01-15,0.0039319068736512,
2024-01-16,0.0173378165053253,
2024-01-17,-0.0184629924327535,
2024-01-18,-0.0374453878278541,
2024-01-19,0.0126903260598785,
2024-01-20,0.0026771206346605,
2024-01-21,0.0012939712339362,
2024-01-22,-0.0477340635951292,
2024-01-23,-0.0157848381598462,
2024-01-24,0.0146539006178425,
2024-01-25,0.0033764521624908,
2024-01-26,0.0511836447493628,
2024-01-27,0.0020937646369731,
2024-01-28,-0.0027726068203312,
2024-01-29,0.0284577539356695,
2024-01-30,0.008463291914936,
2024-01-31,-0.0253203398529352,
2024-02-01,0.0151101750276914,
2024-02-02,-0.0030709345087918,
2024-02-03,0.0014452133059457,
2024-02-04,-0.0064484043134101,
2024-02-05,-0.0099771060049352,
2024-02-06,0.0191957994384833,
2024-02-07,0.0237601326122443,
2024-02-08,0.0254506904489161,
2024-02-09,0.0477527202298084,
2024-02-10,0.008544107262596,
2024-02-11,0.0032549431850949,
2024-02-12,0.0353261638907621,
2024-02-13,-0.0056006054205141,
2024-02-14,0.0436132410837892,
2024-02-15,-0.0078045487792248,
2024-02-16,0.0123332365534209,
2024-02-17,-0.0038625520606201,
2024-02-18,0.0012923885908271,
2024-02-19,0.0005585855645219,
2024-02-20,0.0025305841161619,
2024-02-21,-0.0123095793303188,
2024-02-22,0.0048252652384898,
2024-02-23,-0.0127467295829595,
2024-02-24,0.0109735506232387,
2024-02-25,0.0041132208331896,
2024-02-26,0.054477868421388,
2024-02-27,0.0370866690709048,
2024-02-28,0.0653611164555198,
2024-02-29,0.0144659832331768,
2024-03-01,0.0186672665495534,
2024-03-02,-0.010127408132048,
2024-03-03,0.0140847252129491,
2024-03-04,0.0713198625460871,
2024-03-05,-0.0639026739485315,
2024-03-06,0.0485709262478393,
2024-03-07,0.0130996287460495,
2024-03-08,0.0158720046586772,
2024-03-09,0.0015843756166368,
2024-03-10,0.0129887958263871,
2024-03-11,0.0384551390662724,
2024-03-12,-0.0151119845397079,
2024-03-13,0.0289650139705572,
2024-03-14,-0.0344861760711693,
2024-03-15,-0.0406201072419309,
2024-03-16,-0.0116864188451311,
2024-03-17,0.0173286386811264,
2024-03-18,-0.0130368983299158,
2024-03-19,-0.0552806436597765,
2024-03-20,0.0509143604426563,
2024-03-21,-0.024189556045524,
2024-03-22,-0.030418267244856,
2024-03-23,0.0233248931000719,
2024-03-24,0.0174186836451953,
2024-03-25,0.0702696771695903,
2024-03-26,-0.01624502386136,
2024-03-27,-0.0138229616432781,
2024-03-28,0.0263831247700204,
2024-03-29,-0.01496919816884,
2024-03-30,0.0029245026613836,
2024-03-31,0.0140298814492658,
2024-04-01,-0.0153763839696944,
2024-04-02,-0.0604915918986163,
2024-04-03,0.001004543359742,
2024-04-04,0.0332365350980435,
2024-04-05,-0.004570511889834,
2024-04-06,0.0111998518238199,
2024-04-07,0.0132448420611753,
2024-04-08,0.0338188882276003,
2024-04-09,-0.0363839147837078,
2024-04-10,0.0095073964286869,
2024-04-11,0.0101130102786856,
2024-04-12,-0.0489131995699212,
2024-04-13,-0.0802909519670543,
2024-04-14,0.0301856329656213,
2024-04-15,-0.011409078485891,
2024-04-16,-0.0015612310741558,
2024-04-17,-0.0354879594851966,
2024-04-18,0.0431290544363939,
2024-04-19,0.0083707755536935,
2024-04-20,0.0111010501027097,
2024-04-21,-0.0018022507471976,
2024-04-22,0.028786931697061,
2024-04-23,-0.0028947271708792,
2024-04-24,-0.0354649271994759,
2024-04-25,0.0116275867015831,
2024-04-26,-0.0132938972454768,
2024-04-27,-0.0109674212901826,
2024-04-28,0.0067217210981002,
2024-04-29,-0.0113181186472079,
2024-04-30,-0.0501919055068689,
2024-05-01,-0.0441131876491687,
2024-05-02,0.0247850036738036,
2024-05-03,0.069337382317619,
2024-05-04,0.0156358612665244,
2024-05-05,-0.0028949247846598,
2024-05-06,-0.0070055858689724,
2024-05-07,-0.0051793891028767,
2024-05-08,-0.0226029285609912,
2024-05-09,0.0169175661540506,
