Model,Variable,Coefficient,HAC_Std_Error,t_Statistic,p_Value,CI_95_Lower,CI_95_Upper,Significance
BTC + Lagged ETH Robustness,const,0.01149398474889508,0.03179119568273979,0.3615461608804932,0.7176912038584231,-0.05081561381474016,0.07380358331253033,
BTC + Lagged ETH Robustness,BTC_Lagged_Return,-0.15419754574829722,0.12087246060150614,-1.275704531710144,0.2020599860361103,-0.3911032152499859,0.08270812375339145,
BTC + Lagged ETH Robustness,Lagged_Log_BTC_Volume,-0.00045479610076240627,0.0013238532978066095,-0.3435396516486554,0.7311925160873551,-0.003049500885277939,0.002139908683753127,
BTC + Lagged ETH Robustness,Lagged_SP500_Return_Aligned,0.0601252909600144,0.14285255533462177,0.4208905526343247,0.6738350041639232,-0.21986057259535946,0.34011115451538826,
BTC + Lagged ETH Robustness,Lagged_VIX_Change_Aligned,0.00013035374014567513,0.000721454609506706,0.18068183143885433,0.8566173204738661,-0.0012836713109678772,0.0015443787912592275,
BTC + Lagged ETH Robustness,Lagged_Gold_Return_Aligned,0.08126366647954596,0.08633008053957894,0.9413134561167213,0.3465442490272752,-0.08794018216047096,0.2504675151195629,
BTC + Lagged ETH Robustness,Lagged_DXY_Return_Aligned,-0.017299434045111573,0.2100089175799435,-0.08237475934099917,0.9343487069502854,-0.4289093489340414,0.39431048084381826,
BTC + Lagged ETH Robustness,Lagged_US10Y_Change_Aligned,0.0019171152069068745,0.015004894164829303,0.1277659932717482,0.898334162885406,-0.027491936947993772,0.03132616736180752,
BTC + Lagged ETH Robustness,ETH_Lagged_Return,0.038411196506184075,0.07649733145834293,0.5021246594347035,0.6155798351017663,-0.11152081806559097,0.18834321107795912,
