Date,ETH_Volume
2023-02-27,7239824677
2023-02-28,6323676957
2023-03-01,7701847224
2023-03-02,7080950926
2023-03-03,9922240199
2023-03-04,4389045367
2023-03-05,5020886238
2023-03-06,5245153345
2023-03-07,6854058349
2023-03-08,7130327525
2023-03-09,9457897583
2023-03-10,12665194936
2023-03-11,14917080154
2023-03-12,11480965122
2023-03-13,15711468959
2023-03-14,16159781303
2023-03-15,12715339905
2023-03-16,9364980166
2023-03-17,12467445117
2023-03-18,10317822213
2023-03-19,9170565472
2023-03-20,10978325507
2023-03-21,10758627746
2023-03-22,12484103560
2023-03-23,11012966854
2023-03-24,10913669383
2023-03-25,6614309912
2023-03-26,6990313307
2023-03-27,8585750760
2023-03-28,8346890042
2023-03-29,9136176952
2023-03-30,9724496987
2023-03-31,9149379763
2023-04-01,5556443606
2023-04-02,6199721188
2023-04-03,9643826401
2023-04-04,10398322335
2023-04-05,10319231689
2023-04-06,8263191830
2023-04-07,8356130492
2023-04-08,5016362733
2023-04-09,6361497715
2023-04-10,8380134275
2023-04-11,8877222956
2023-04-12,11010714187
2023-04-13,12546950499
2023-04-14,16298099411
2023-04-15,8036468153
2023-04-16,7898126856
2023-04-17,9648882546
2023-04-18,9134015143
2023-04-19,13779745451
2023-04-20,11324135406
2023-04-21,12044274581
2023-04-22,6970642726
2023-04-23,6607451862
2023-04-24,8438191338
2023-04-25,8677255481
2023-04-26,14356524696
2023-04-27,14008145806
2023-04-28,7691759733
2023-04-29,4796651246
2023-04-30,6539641957
2023-05-01,8625783201
2023-05-02,7536785767
2023-05-03,8306390869
2023-05-04,6578438233
2023-05-05,9498261360
2023-05-06,9623243037
2023-05-07,6883942236
2023-05-08,9895102899
2023-05-09,6129516088
2023-05-10,9945549603
2023-05-11,8353828312
2023-05-12,9047198660
2023-05-13,4647630864
2023-05-14,4711210241
2023-05-15,6748889346
2023-05-16,5595959668
2023-05-17,6352161579
2023-05-18,5673124255
2023-05-19,4796110259
2023-05-20,2951655969
2023-05-21,3386768865
2023-05-22,4534841049
2023-05-23,6820047160
2023-05-24,7101647419
2023-05-25,6321689859
2023-05-26,5451414258
2023-05-27,3216737652
2023-05-28,6359610561
2023-05-29,5884674572
2023-05-30,5363439784
2023-05-31,5984512548
2023-06-01,5640027197
2023-06-02,6097746022
2023-06-03,3472274607
2023-06-04,3747042696
2023-06-05,9246593033
2023-06-06,8704411776
2023-06-07,7919894455
2023-06-08,4536041931
2023-06-09,4610831509
2023-06-10,10788500406
2023-06-11,4559112981
2023-06-12,6031384958
2023-06-13,6214125203
2023-06-14,7462905534
2023-06-15,7328564880
2023-06-16,6281023479
2023-06-17,4875187477
2023-06-18,3820038842
2023-06-19,5210480121
2023-06-20,7171072578
2023-06-21,11731457711
2023-06-22,8477657143
2023-06-23,8290615074
2023-06-24,5026191704
2023-06-25,6937581709
2023-06-26,8619702292
2023-06-27,7686042202
2023-06-28,7135265016
2023-06-29,5677228612
2023-06-30,12895131248
2023-07-01,5136809625
2023-07-02,6343966490
2023-07-03,7858509087
2023-07-04,5683423776
2023-07-05,6034088075
2023-07-06,8905008384
2023-07-07,6468885150
2023-07-08,4299007854
2023-07-09,4392863807
2023-07-10,6336468234
2023-07-11,4905225892
2023-07-12,6379007000
2023-07-13,11114853969
2023-07-14,10627449471
2023-07-15,4380084234
2023-07-16,4329306566
2023-07-17,6678090758
2023-07-18,5814708445
2023-07-19,6018487800
2023-07-20,7366830684
2023-07-21,4668158260
2023-07-22,4101305643
2023-07-23,4480604100
2023-07-24,6344373569
2023-07-25,4163381707
2023-07-26,5781548155
2023-07-27,4291339248
2023-07-28,3800973336
2023-07-29,2497302218
2023-07-30,4003005547
