Asset,Window_Start,Window_End,N,R_Squared,Adjusted_R_Squared,HAC_Maxlags
ETH,2023-06-21,2024-06-19,365,0.020923326839859202,0.0017257450131898944,7
ETH,2023-06-28,2024-06-26,365,0.022241354092785826,0.0030696159377424648,7
ETH,2023-07-05,2024-07-03,365,0.02330595941091973,0.004155095869957437,7
ETH,2023-07-12,2024-07-10,365,0.019720480087369596,0.0004993130302592963,7
ETH,2023-07-19,2024-07-17,365,0.016144693136532662,-0.003146587390201905,7
ETH,2023-07-26,2024-07-24,365,0.015165911583640113,-0.004144560738249314,7
ETH,2023-08-02,2024-07-31,365,0.016009584406942334,-0.003284345310568426,7
ETH,2023-08-09,2024-08-07,365,0.004212904976867771,-0.015312332180448474,7
ETH,2023-08-16,2024-08-14,365,0.003592730102747854,-0.0159446673462178,7
ETH,2023-08-23,2024-08-21,365,0.0026477585166332362,-0.016908167786962025,7
ETH,2023-08-30,2024-08-28,365,0.00289876114632015,-0.016652243537085276,7
ETH,2023-09-06,2024-09-04,365,0.003264751426575563,-0.016279076976824847,7
ETH,2023-09-13,2024-09-11,365,0.004776894881257765,-0.014737283650482214,7
ETH,2023-09-20,2024-09-18,365,0.004121986863629967,-0.01540503300178897,7
ETH,2023-09-27,2024-09-25,365,0.0044117541948651695,-0.01510958395817652,7
ETH,2023-10-04,2024-10-02,365,0.004159554826276501,-0.015366728412423925,7
ETH,2023-10-11,2024-10-09,365,0.0051221945684417625,-0.014385213381196582,7
ETH,2023-10-18,2024-10-16,365,0.005423937702432546,-0.014077553715166724,7
ETH,2023-10-25,2024-10-23,365,0.0045013179331456765,-0.015018264068165088,7
ETH,2023-11-01,2024-10-30,365,0.0043434880497184025,-0.01517918865518908,7
ETH,2023-11-08,2024-11-06,365,0.0037991023993353412,-0.015734248534011064,7
ETH,2023-11-15,2024-11-13,365,0.010940112969096139,-0.008453218149156783,7
ETH,2023-11-22,2024-11-20,365,0.013418658920420379,-0.00592607325761052,7
ETH,2023-11-29,2024-11-27,365,0.01830702178220489,-0.0009418601436341767,7
ETH,2023-12-06,2024-12-04,365,0.018791373315030002,-0.00044801152193008065,7
ETH,2023-12-13,2024-12-11,365,0.01772954104648261,-0.0015306640310372988,7
ETH,2023-12-20,2024-12-18,365,0.01727808719102253,-0.001990969922878838,7
ETH,2023-12-27,2024-12-25,365,0.016910133774533653,-0.0023661381122401792,7
ETH,2024-01-03,2025-01-01,365,0.01731650834666809,-0.0019517954112402425,7
ETH,2024-01-10,2025-01-08,365,0.024148021177342605,0.005013668651408176,7
ETH,2024-01-17,2025-01-15,365,0.020759014571168466,0.0015582109353090567,7
ETH,2024-01-24,2025-01-22,365,0.01682860920634799,-0.0024492612013706783,7
ETH,2024-01-31,2025-01-29,365,0.020891098787071405,0.0016928850377984084,7
ETH,2024-02-07,2025-02-05,365,0.017312484283204643,-0.0019558983779088823,7
ETH,2024-02-14,2025-02-12,365,0.016161522370000125,-0.0031294281717644257,7
ETH,2024-02-21,2025-02-19,365,0.016363320891206956,-0.002923672816808498,7
ETH,2024-02-28,2025-02-26,365,0.02007650594273236,0.0008623197847468234,7
ETH,2024-03-06,2025-03-05,365,0.017851771206294775,-0.001406037201424848,7
ETH,2024-03-13,2025-03-12,365,0.01688485515767424,-0.0023919123882536475,7
ETH,2024-03-20,2025-03-19,365,0.017547541852533266,-0.001716231836632609,7
ETH,2024-03-27,2025-03-26,365,0.019720349470878085,0.0004991798526601254,7
ETH,2024-04-03,2025-04-02,365,0.023293837562606168,0.004142736338343611,7
ETH,2024-04-10,2025-04-09,365,0.027950171636246912,0.008890371080094939,7
ETH,2024-04-17,2025-04-16,365,0.025544848271650045,0.006437884512270675,7
ETH,2024-04-24,2025-04-23,365,0.03119397296347637,0.012197776354917145,7
ETH,2024-05-01,2025-04-30,365,0.032513050213292094,0.013542717864533205,7
ETH,2024-05-08,2025-05-07,365,0.03139801971038947,0.012405824018436373,7
ETH,2024-05-15,2025-05-14,365,0.020851465705911232,0.00165247483739972,7
ETH,2024-05-22,2025-05-21,365,0.02002944353640812,0.0008143345861416629,7
ETH,2024-05-29,2025-05-28,365,0.023091751745472733,0.003936688054207549,7
ETH,2024-06-05,2025-06-04,365,0.025952738315768276,0.0068537724003912,7
ETH,2024-06-12,2025-06-11,365,0.02935292753021601,0.010320631991592832,7
ETH,2024-06-19,2025-06-18,365,0.029968968365315485,0.01094875205875312,7
ETH,2024-06-26,2025-06-25,365,0.029029749514586367,0.009991117152127305,7
ETH,2024-07-03,2025-07-02,365,0.03050001397810098,0.011490210330612816,7
ETH,2024-07-10,2025-07-09,365,0.02881734785731982,0.009774550756483036,7
ETH,2024-07-17,2025-07-16,365,0.03257398799018851,0.013604850499800092,7
ETH,2024-07-24,2025-07-23,365,0.03158781170848657,0.012599337428260915,7
ETH,2024-07-31,2025-07-30,365,0.03361660024175317,0.014667906128846386,7
ETH,2024-08-07,2025-08-06,365,0.018353068343107903,-0.0008949107089879504,7
ETH,2024-08-14,2025-08-13,365,0.017874755712990575,-0.0013826020181271215,7
ETH,2024-08-21,2025-08-20,365,0.013817117291570868,-0.005519801977221794,7
ETH,2024-08-28,2025-08-27,365,0.018174994982408155,-0.0010764757042112105,7
ETH,2024-09-04,2025-09-03,365,0.01832306609338663,-0.0009255012381155225,7
ETH,2024-09-11,2025-09-10,365,0.01818666456832052,-0.0010645773028887806,7
ETH,2024-09-18,2025-09-17,365,0.01604438807784858,-0.0032488592147426054,7
ETH,2024-09-25,2025-09-24,365,0.014810205050752145,-0.004507241909037063,7
ETH,2024-10-02,2025-10-01,365,0.0155222883908267,-0.003781196150529631,7
ETH,2024-10-09,2025-10-08,365,0.014717310054441324,-0.004601958375863635,7
ETH,2024-10-16,2025-10-15,365,0.009742170501462089,-0.00967464968478371,7
ETH,2024-10-23,2025-10-22,365,0.010556877271611254,-0.00884396827208267,7
ETH,2024-10-30,2025-10-29,365,0.011789472043955529,-0.007587204974790263,7
ETH,2024-11-06,2025-11-05,365,0.011273389883868501,-0.008113406392918243,7
ETH,2024-11-13,2025-11-12,365,0.016238545911955726,-0.00305089436428041,7
ETH,2024-11-20,2025-11-19,365,0.017358789387321494,-0.0019086853305740892,7
ETH,2024-11-27,2025-11-26,365,0.014504193714673819,-0.004819253467391427,7
ETH,2024-12-04,2025-12-03,365,0.015293661600869646,-0.004014305818720976,7
ETH,2024-12-11,2025-12-10,365,0.014648716520367255,-0.004671896881194071,7
ETH,2024-12-18,2025-12-17,365,0.011290362710076107,-0.008096100766196823,7
ETH,2024-12-25,2025-12-24,365,0.011361152352407977,-0.008023923091662333,7
ETH,2025-01-01,2025-12-31,365,0.010946683694439963,-0.008446518586061158,7
