Asset,Window_Start,Window_End,N,Variable,Coefficient,HAC_SE,T_Statistic,P_Value,CI_95_Lower,CI_95_Upper,Sign,Significance,Significant_5pct,R_Squared,Adjusted_R_Squared,HAC_Maxlags
BTC,2021-01-27,2022-01-26,365,Lagged_DXY_Return_Aligned,0.6733661752622985,0.6525515966381524,1.0318972150729224,0.3028188204597438,-0.6099621571449744,1.9566945076695714,Positive,,False,0.032109769229095475,0.01313152941005824,7
BTC,2021-01-27,2022-01-26,365,Lagged_US10Y_Change_Aligned,0.014719301100741879,0.0462497568729997,0.3182568319474758,0.7504762196903896,-0.07623691396002794,0.10567551616151169,Positive,,False,0.032109769229095475,0.01313152941005824,7
BTC,2021-02-03,2022-02-02,365,const,-0.03967198858886761,0.13947853723104975,-0.284430776063775,0.7762451857300836,-0.31397483224673794,0.23463085506900272,Negative,,False,0.029707651320000195,0.010682311149804224,7
BTC,2021-02-03,2022-02-02,365,BTC_Lagged_Return,-0.15118732019819514,0.09422924881005564,-1.6044627555394588,0.10949633144736605,-0.3365015012719933,0.03412686087560304,Negative,,False,0.029707651320000195,0.010682311149804224,7
BTC,2021-02-03,2022-02-02,365,Lagged_Log_BTC_Volume,0.0015931134347441779,0.005743587878081797,0.27737251846074906,0.7816546262241537,-0.00970240571130826,0.012888632580796616,Positive,,False,0.029707651320000195,0.010682311149804224,7
BTC,2021-02-03,2022-02-02,365,Lagged_SP500_Return_Aligned,0.8518501186535057,0.5173508326375158,1.6465618008396217,0.10052811031638749,-0.16558817241602752,1.869288409723039,Positive,,False,0.029707651320000195,0.010682311149804224,7
BTC,2021-02-03,2022-02-02,365,Lagged_VIX_Change_Aligned,0.0014612635643524111,0.0024840413695316017,0.5882605588923632,0.5567293724803463,-0.003423929705903831,0.006346456834608653,Positive,,False,0.029707651320000195,0.010682311149804224,7
BTC,2021-02-03,2022-02-02,365,Lagged_Gold_Return_Aligned,-0.010649389216827593,0.2872688929276475,-0.03707115346982516,0.970448992573348,-0.5756013580919382,0.5543025796582831,Negative,,False,0.029707651320000195,0.010682311149804224,7
BTC,2021-02-03,2022-02-02,365,Lagged_DXY_Return_Aligned,0.5337909224439206,0.6519026051778949,0.8188200479705963,0.4134353353969039,-0.7482610831062428,1.815842927994084,Positive,,False,0.029707651320000195,0.010682311149804224,7
BTC,2021-02-03,2022-02-02,365,Lagged_US10Y_Change_Aligned,0.008189939130004912,0.04622371711077266,0.1771804528480079,0.8594671289409296,-0.08271506532181493,0.09909494358182476,Positive,,False,0.029707651320000195,0.010682311149804224,7
BTC,2021-02-10,2022-02-09,365,const,0.10022159040642334,0.1310974574178822,0.7644815725674992,0.445085321108265,-0.15759876016459193,0.3580419409774386,Positive,,False,0.026095868229102703,0.006999708782614578,7
BTC,2021-02-10,2022-02-09,365,BTC_Lagged_Return,-0.15266753050710435,0.0985970019665962,-1.5483993170383292,0.12241218248401725,-0.3465714712315221,0.04123641021731342,Negative,,False,0.026095868229102703,0.006999708782614578,7
BTC,2021-02-10,2022-02-09,365,Lagged_Log_BTC_Volume,-0.0041408679554360795,0.005384158851363487,-0.7690835411342748,0.44235222943367053,-0.014729522761789484,0.006447786850917324,Negative,,False,0.026095868229102703,0.006999708782614578,7
BTC,2021-02-10,2022-02-09,365,Lagged_SP500_Return_Aligned,0.5127154920601046,0.5695816521215117,0.9001615310998895,0.3686410961540683,-0.6074415584362488,1.6328725425564579,Positive,,False,0.026095868229102703,0.006999708782614578,7
BTC,2021-02-10,2022-02-09,365,Lagged_VIX_Change_Aligned,0.0005882339031939214,0.0025943505029804035,0.22673648087186185,0.8207584308212854,-0.004513896751029279,0.005690364557417121,Positive,,False,0.026095868229102703,0.006999708782614578,7
BTC,2021-02-10,2022-02-09,365,Lagged_Gold_Return_Aligned,-0.11189704531220296,0.28750624307600103,-0.3891986626621651,0.6973612380338661,-0.6773157943954264,0.4535217037710206,Negative,,False,0.026095868229102703,0.006999708782614578,7
BTC,2021-02-10,2022-02-09,365,Lagged_DXY_Return_Aligned,0.3399376990042141,0.692361348451185,0.49098306796682983,0.6237400980882261,-1.021681733556624,1.701557131565052,Positive,,False,0.026095868229102703,0.006999708782614578,7
BTC,2021-02-10,2022-02-09,365,Lagged_US10Y_Change_Aligned,0.01570355361007759,0.04849969823357854,0.32378662511358286,0.7462891828612153,-0.07967746633839966,0.11108457355855485,Positive,,False,0.026095868229102703,0.006999708782614578,7
BTC,2021-02-17,2022-02-16,365,const,0.11958283177957615,0.1304498206530079,0.9166960228919168,0.3599207814301031,-0.13696385612054282,0.3761295196796951,Positive,,False,0.0239627414773953,0.0048247560161678305,7
BTC,2021-02-17,2022-02-16,365,BTC_Lagged_Return,-0.14571976019730626,0.1014633154320706,-1.4361817330408961,0.15182631316617298,-0.34526068242441965,0.05382116202980716,Negative,,False,0.0239627414773953,0.0048247560161678305,7
BTC,2021-02-17,2022-02-16,365,Lagged_Log_BTC_Volume,-0.004942012254169797,0.005367237981629434,-0.9207738265165311,0.3577903016464054,-0.015497389950099206,0.005613365441759612,Negative,,False,0.0239627414773953,0.0048247560161678305,7
BTC,2021-02-17,2022-02-16,365,Lagged_SP500_Return_Aligned,0.49110094909531743,0.5604071711283228,0.8763288094735397,0.38144057840442813,-0.6110132807959704,1.5932151789866054,Positive,,False,0.0239627414773953,0.0048247560161678305,7
BTC,2021-02-17,2022-02-16,365,Lagged_VIX_Change_Aligned,0.0005636259174066969,0.002596892138806609,0.21703863205720547,0.828302218693833,-0.0045435031971424525,0.005670755031955847,Positive,,False,0.0239627414773953,0.0048247560161678305,7
BTC,2021-02-17,2022-02-16,365,Lagged_Gold_Return_Aligned,-0.07717717123515624,0.28290647046615436,-0.27280101125997175,0.7851639107850842,-0.6335498639708684,0.479195521500556,Negative,,False,0.0239627414773953,0.0048247560161678305,7
BTC,2021-02-17,2022-02-16,365,Lagged_DXY_Return_Aligned,0.3739897110602992,0.6875893123854141,0.5439143749381999,0.586839909673536,-0.9782448864652351,1.7262243085858335,Positive,,False,0.0239627414773953,0.0048247560161678305,7
BTC,2021-02-17,2022-02-16,365,Lagged_US10Y_Change_Aligned,0.016357315783432833,0.0458562271512276,0.3567087132896614,0.7215206201650046,-0.0738249714466546,0.10653960301352026,Positive,,False,0.0239627414773953,0.0048247560161678305,7
BTC,2021-02-24,2022-02-23,365,const,0.059904430422258396,0.1332753392256549,0.4494787315516137,0.6533591104061647,-0.20219901047134314,0.32200787131585995,Positive,,False,0.0261048570178819,0.007008873822154205,7
