Asset,Window_Start,Window_End,N,Variable,Coefficient,HAC_SE,T_Statistic,P_Value,CI_95_Lower,CI_95_Upper,Sign,Significance,Significant_5pct,R_Squared,Adjusted_R_Squared,HAC_Maxlags
BTC,2023-06-07,2024-06-05,365,Lagged_US10Y_Change_Aligned,-0.033605152772957614,0.024998300972292713,-1.3442974708642978,0.17970579536136733,-0.08276759152119474,0.015557285975279514,Negative,,False,0.10324428403732566,0.08566083862629292,7
BTC,2023-06-14,2024-06-12,365,const,-0.03609807619296427,0.08152946899156202,-0.4427610855247969,0.6582067031327924,-0.1964364739871387,0.12424032160121018,Negative,,False,0.10179049174733001,0.08417854060512087,7
BTC,2023-06-14,2024-06-12,365,BTC_Lagged_Return,-0.30603209075710386,0.13297906692813616,-2.301355377403032,0.021946948227014818,-0.5675528733054158,-0.044511308208791844,Negative,**,True,0.10179049174733001,0.08417854060512087,7
BTC,2023-06-14,2024-06-12,365,Lagged_Log_BTC_Volume,0.0016789648588046227,0.0034575777419523688,0.48558990834333987,0.6275558318698012,-0.005120815420039321,0.008478745137648565,Positive,,False,0.10179049174733001,0.08417854060512087,7
BTC,2023-06-14,2024-06-12,365,Lagged_SP500_Return_Aligned,-0.2448276412593208,0.25718990319551316,-0.9519333310421806,0.3417748356533047,-0.7506253303314195,0.260970047812778,Negative,,False,0.10179049174733001,0.08417854060512087,7
BTC,2023-06-14,2024-06-12,365,Lagged_VIX_Change_Aligned,-0.00199791829162099,0.0025123159412500625,-0.7952496176204965,0.4269967159475908,-0.006938717216908834,0.0029428806336668544,Negative,,False,0.10179049174733001,0.08417854060512087,7
BTC,2023-06-14,2024-06-12,365,Lagged_Gold_Return_Aligned,-0.01883951713919052,0.18829809939387382,-0.10005155229837362,0.9203595588274002,-0.3891524351299434,0.35147340085156237,Negative,,False,0.10179049174733001,0.08417854060512087,7
BTC,2023-06-14,2024-06-12,365,Lagged_DXY_Return_Aligned,-0.558901515262974,0.39383885815113545,-1.4191121665513662,0.1567388074618726,-1.3334373031947673,0.21563427266881918,Negative,,False,0.10179049174733001,0.08417854060512087,7
BTC,2023-06-14,2024-06-12,365,Lagged_US10Y_Change_Aligned,-0.03351236987017432,0.0249036793357253,-1.3456794644034595,0.17925991507862962,-0.08248872275532983,0.015463983014981184,Negative,,False,0.10179049174733001,0.08417854060512087,7
BTC,2023-06-21,2024-06-19,365,const,-0.034667693152957244,0.08083973591568858,-0.428844710590269,0.6682948914580573,-0.19364964035743581,0.12431425405152131,Negative,,False,0.10224991916030379,0.08464697639874119,7
BTC,2023-06-21,2024-06-19,365,BTC_Lagged_Return,-0.30698641024456774,0.13281949299007192,-2.3113053915023944,0.021384949814658327,-0.5681933697068791,-0.04577945078225637,Negative,**,True,0.10224991916030379,0.08464697639874119,7
BTC,2023-06-21,2024-06-19,365,Lagged_Log_BTC_Volume,0.0015997398943181447,0.0034282567774208688,0.4666336269950158,0.6410466527115722,-0.00514237686073605,0.008341856649372339,Positive,,False,0.10224991916030379,0.08464697639874119,7
BTC,2023-06-21,2024-06-19,365,Lagged_SP500_Return_Aligned,-0.2915056585300545,0.2726726351235701,-1.0690682561451377,0.285761226176087,-0.8277521713406997,0.24474085428059067,Negative,,False,0.10224991916030379,0.08464697639874119,7
BTC,2023-06-21,2024-06-19,365,Lagged_VIX_Change_Aligned,-0.0025061255103954,0.0026708052808746188,-0.9383407799668232,0.34870369923744743,-0.007758614516548215,0.002746363495757415,Negative,,False,0.10224991916030379,0.08464697639874119,7
BTC,2023-06-21,2024-06-19,365,Lagged_Gold_Return_Aligned,0.00457317751784056,0.18293858298695612,0.02499843085680092,0.9800701823549723,-0.3551995482667578,0.364345903302439,Positive,,False,0.10224991916030379,0.08464697639874119,7
BTC,2023-06-21,2024-06-19,365,Lagged_DXY_Return_Aligned,-0.5611577865153876,0.3814422966676463,-1.471147251937634,0.1421321769065197,-1.3113141098069128,0.18899853677613743,Negative,,False,0.10224991916030379,0.08464697639874119,7
BTC,2023-06-21,2024-06-19,365,Lagged_US10Y_Change_Aligned,-0.02810446584797946,0.02412869634477497,-1.1647734898891642,0.2448884198745717,-0.07555671300027936,0.01934778130432044,Negative,,False,0.10224991916030379,0.08464697639874119,7
BTC,2023-06-28,2024-06-26,365,const,-0.04332736225187559,0.07904710050045413,-0.5481208289433295,0.583951502839375,-0.19878385671070295,0.11212913220695178,Negative,,False,0.10946160578125375,0.09200006863970978,7
